date,team,position,name,starter,salary
2020-02-08,NOR,G/PG/SG/UTIL,Jrue Holiday,True,6700
2020-02-08,DEN,G/PG/UTIL,Jamal Murray,True,6100
2020-02-08,BKN,F/G/PG/SF/UTIL,Caris LeVert,True,6300
2020-02-08,CHA,G/PG/UTIL,Devonte' Graham,True,6800
2020-02-08,LAL,F/G/PG/SF/UTIL,LeBron James,True,10900
2020-02-08,BKN,G/PG/SG/UTIL,Spencer Dinwiddie,True,7800
2020-02-08,SAS,G/PG/UTIL,Dejounte Murray,True,5000
2020-02-08,MIN,G/PG/UTIL,Jordan McLaughlin,True,4300
2020-02-08,MIN,G/SG/UTIL,Malik Beasley,True,3200
2020-02-08,DAL,G/SG/UTIL,Seth Curry,False,4800
2020-02-08,TOR,G/PG/SG/UTIL,Fred VanVleet,True,6900
2020-02-08,PHO,G/PG/SG/UTIL,Devin Booker,True,8300
2020-02-08,DET,G/PG/UTIL,Reggie Jackson,True,6600
2020-02-08,IND,G/PG/UTIL,Malcolm Brogdon,True,6500
2020-02-08,NYK,G/PG/UTIL,Elfrid Payton,True,7500
2020-02-08,LAL,G/SG/UTIL,Avery Bradley,True,3500
2020-02-08,TOR,G/PG/SG/UTIL,Terence Davis,True,3800
2020-02-08,NOR,G/PG/UTIL,Lonzo Ball,True,7200
2020-02-08,TOR,G/SG/UTIL,Matt Thomas,False,3000
2020-02-08,PHO,G/PG/UTIL,Ricky Rubio,True,5600
2020-02-08,SAS,G/PG/SG/UTIL,Bryn Forbes,True,3700
2020-02-08,CHA,G/PG/SG/UTIL,Terry Rozier,True,6400
2020-02-08,GSW,G/PG/UTIL,Ky Bowman,True,3000
2020-02-08,CHA,G/PG/SG/UTIL,Malik Monk,False,4500
2020-02-08,LAC,G/PG/SG/UTIL,Louis Williams,False,6000
2020-02-08,DAL,G/PG/SG/UTIL,Jalen Brunson,True,6100
2020-02-08,DEN,G/SG/UTIL,Gary Harris,True,4100
2020-02-08,DET,F/G/PG/SF/UTIL,Bruce Brown,True,5200
2020-02-08,SAC,G/PG/UTIL,De'Aaron Fox,True,8000
2020-02-08,DEN,G/PG/UTIL,Monte Morris,False,5300
2020-02-08,LAL,G/PG/UTIL,Rajon Rondo,False,3800
2020-02-08,SAS,G/PG/SG/UTIL,Derrick White,False,4400
2020-02-08,NOR,G/PG/UTIL,Frank Jackson,False,3000
2020-02-08,BKN,G/PG/SG/UTIL,Garrett Temple,False,4300
2020-02-08,DAL,G/PG/SG/UTIL,Delon Wright,False,4700
2020-02-08,LAC,G/PG/UTIL,Terance Mann,False,3000
2020-02-08,MIN,F/G/PG/SF/UTIL,Jarrett Culver,False,4300
2020-02-08,MIN,G/PG/SG/UTIL,Jaylen Nowell,False,3000
2020-02-08,IND,G/PG/UTIL,T.J. McConnell,False,3600
2020-02-08,TOR,F/G/PG/SF/UTIL,Patrick McCaw,False,3200
2020-02-08,NYK,G/PG/UTIL,Dennis Smith Jr.,False,4000
2020-02-08,SAC,G/PG/UTIL,Cory Joseph,False,3300
2020-02-08,DET,G/SG/UTIL,Langston Galloway,False,4500
2020-02-08,NYK,G/PG/SG/UTIL,RJ Barrett,True,4800
2020-02-08,LAC,F/G/PG/SF/UTIL,Amir Coffey,False,3000
2020-02-08,PHO,G/PG/SG/UTIL,Jevon Carter,False,3200
2020-02-08,PHO,G/PG/UTIL,Elie Okobo,False,3300
2020-02-08,CHA,G/SG/UTIL,Caleb Martin,False,3000
2020-02-08,DET,G/PG/UTIL,Jordan Bone,False,3000
2020-02-08,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3000
2020-02-08,NYK,G/PG/SG/UTIL,Frank Ntilikina,False,3500
2020-02-08,DEN,G/PG/UTIL,PJ Dozier,False,3500
2020-02-08,LAL,G/PG/SG/UTIL,Alex Caruso,False,3400
2020-02-08,LAL,G/SG/UTIL,Troy Daniels,False,3000
2020-02-08,IND,G/PG/SG/UTIL,Aaron Holiday,False,3500
2020-02-08,IND,G/PG/SG/UTIL,Edmond Sumner,False,3000
2020-02-08,SAS,G/PG/SG/UTIL,Patty Mills,False,3900
2020-02-08,DAL,G/SG/UTIL,Antonius Cleveland,False,3000
2020-02-08,SAS,G/SG/UTIL,Quinndary Weatherspoon,False,3000
