date,team,position,name,starter,salary
2020-08-01,TOR,G/PG/UTIL,Kyle Lowry,True,8000
2020-08-01,PHI,F/G/PG/SF/UTIL,Ben Simmons,True,8600
2020-08-01,LAL,F/G/PG/SF/UTIL,LeBron James,True,10900
2020-08-01,TOR,G/PG/SG/UTIL,Fred VanVleet,True,6200
2020-08-01,OKC,G/PG/UTIL,Chris Paul,True,7400
2020-08-01,IND,G/PG/SG/UTIL,Aaron Holiday,True,4000
2020-08-01,OKC,G/PG/SG/UTIL,Shai Gilgeous-Alexander,True,6800
2020-08-01,LAC,G/PG/UTIL,Reggie Jackson,False,4100
2020-08-01,IND,G/PG/UTIL,T.J. McConnell,False,3800
2020-08-01,MIA,G/PG/UTIL,Goran Dragic,False,5100
2020-08-01,NOR,G/PG/UTIL,Frank Jackson,False,3000
2020-08-01,NOR,G/PG/SG/UTIL,Nickeil Alexander-Walker,False,3000
2020-08-01,DEN,G/PG/UTIL,Monte Morris,True,3500
2020-08-01,LAC,G/PG/UTIL,Patrick Beverley,True,4000
2020-08-01,LAL,G/PG/SG/UTIL,Alex Caruso,False,3300
2020-08-01,UTA,G/PG/UTIL,Mike Conley,True,5400
2020-08-01,UTA,G/PG/UTIL,Emmanuel Mudiay,False,3000
2020-08-01,UTA,G/PG/SG/UTIL,Jordan Clarkson,False,3900
2020-08-01,NOR,G/PG/UTIL,Lonzo Ball,True,7700
2020-08-01,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,6900
2020-08-01,OKC,G/PG/SG/UTIL,Dennis Schroder,False,6600
2020-08-01,NOR,G/PG/SG/UTIL,Jrue Holiday,True,8200
2020-08-01,MIA,G/SG/UTIL,Tyler Herro,False,3100
2020-08-01,MIA,G/PG/SG/UTIL,Kendrick Nunn,True,5200
2020-08-01,DEN,G/PG/UTIL,PJ Dozier,False,3000
2020-08-01,PHI,G/PG/SG/UTIL,Alec Burks,False,4300
2020-08-01,LAC,G/PG/UTIL,Terance Mann,False,3000
2020-08-01,DEN,G/SG/UTIL,Troy Daniels,False,3000
2020-08-01,PHI,G/PG/UTIL,Raul Neto,False,3000
2020-08-01,PHI,G/SG/UTIL,Furkan Korkmaz,False,3800
2020-08-01,TOR,G/PG/SG/UTIL,Terence Davis,False,3000
2020-08-01,PHI,G/PG/UTIL,Shake Milton,True,5600
2020-08-01,LAL,G/PG/UTIL,Quinn Cook,False,3000
2020-08-01,TOR,G/SG/UTIL,Matt Thomas,False,3000
2020-08-01,TOR,G/SG/UTIL,Paul Watson,False,3000
2020-08-01,IND,G/PG/SG/UTIL,Nazareth Mitrou-Long,False,3000
2020-08-01,LAC,G/PG/SG/UTIL,Louis Williams,False,5000
2020-08-01,IND,G/SG/UTIL,Brian Bowen II,False,3000
2020-08-01,LAL,G/SG/UTIL,Talen Horton-Tucker,False,3000
2020-08-01,MIA,G/PG/UTIL,Gabe Vincent,False,3000
2020-08-01,OKC,G/SG/UTIL,Deonte Burton,False,3000
2020-08-01,UTA,G/PG/UTIL,Nigel Williams-Goss,False,3000
2020-08-01,IND,G/SG/UTIL,Jeremy Lamb,False,4100
2020-08-01,IND,G/PG/UTIL,Malcolm Brogdon,False,5800
2020-08-01,LAL,G/PG/UTIL,Rajon Rondo,False,3100
2020-08-01,NOR,G/SG/UTIL,Sindarius Thornwell,False,3000
2020-08-01,DEN,G/PG/UTIL,Jamal Murray,False,6700
2020-08-01,UTA,G/PG/UTIL,Justin Wright-Foreman,False,3000
2020-08-01,NOR,G/PG/UTIL,Josh Gray,False,3000
2020-08-01,DEN,G/SG/UTIL,Gary Harris,False,4200
2020-08-01,OKC,G/SG/UTIL,Devon Hall,False,3000
2020-08-01,IND,F/PF/SF/UTIL,T.J. Warren,True,5800
2020-08-01,PHI,F/PF/SF/UTIL,Tobias Harris,True,7100
2020-08-01,LAC,F/SF/UTIL,Paul George,True,7900
2020-08-01,MIA,F/G/SF/SG/UTIL,Jimmy Butler,True,7600
2020-08-01,LAC,F/SF/UTIL,Kawhi Leonard,True,8900
2020-08-01,TOR,F/PF/UTIL,Pascal Siakam,True,8400
2020-08-01,TOR,F/PF/SF/UTIL,OG Anunoby,True,5700
2020-08-01,IND,F/G/SF/SG/UTIL,Victor Oladipo,True,6400
2020-08-01,LAL,F/PF/SF/UTIL,Kyle Kuzma,False,4300
2020-08-01,DEN,F/G/SF/SG/UTIL,Torrey Craig,True,3000
2020-08-01,UTA,F/PF/SF/UTIL,Royce O'Neale,True,4800
2020-08-01,MIA,F/G/SF/SG/UTIL,Duncan Robinson,True,5500
2020-08-01,MIA,F/PF/UTIL,Jae Crowder,True,4700
2020-08-01,DEN,F/PF/UTIL,Jerami Grant,False,4000
2020-08-01,LAL,F/G/SF/SG/UTIL,Dion Waiters,False,3100
2020-08-01,OKC,F/PF/UTIL,Darius Bazley,False,3000
2020-08-01,DEN,F/PF/UTIL,Paul Millsap,True,4900
2020-08-01,OKC,F/PF/SF/UTIL,Danilo Gallinari,True,5600
2020-08-01,IND,F/G/SF/SG/UTIL,Justin Holiday,True,3300
2020-08-01,UTA,F/G/SF/SG/UTIL,Joe Ingles,True,5500
2020-08-01,DEN,F/PF/SF/UTIL,Michael Porter,True,3000
2020-08-01,OKC,F/G/SF/SG/UTIL,Hamidou Diallo,False,3000
2020-08-01,NOR,F/PF/SF/UTIL,Brandon Ingram,True,7800
2020-08-01,IND,F/PF/UTIL,JaKarr Sampson,False,3000
2020-08-01,IND,F/PF/SF/UTIL,Doug McDermott,False,3200
2020-08-01,OKC,F/G/SF/SG/UTIL,Luguentz Dort,True,3000
2020-08-01,NOR,F/SF/UTIL,Josh Hart,False,3900
2020-08-01,LAC,F/G/SF/SG/UTIL,Landry Shamet,False,3200
2020-08-01,LAC,F/PF/SF/UTIL,Marcus Morris,True,4500
2020-08-01,UTA,F/PF/SF/UTIL,Georges Niang,False,3200
2020-08-01,NOR,F/G/SF/SG/UTIL,J.J. Redick,False,3500
2020-08-01,UTA,F/G/SF/SG/UTIL,Miye Oni,False,3000
2020-08-01,LAL,F/G/SF/SG/UTIL,Danny Green,True,3500
