date,team,position,name,starter,salary
2020-03-01,LAL,F/G/PG/SF/UTIL,LeBron James,True,10900
2020-03-01,PHI,G/PG/UTIL,Shake Milton,True,5200
2020-03-01,NOR,G/PG/UTIL,Lonzo Ball,True,7200
2020-03-01,MIN,G/PG/UTIL,D'Angelo Russell,True,8800
2020-03-01,LAC,G/PG/SG/UTIL,Louis Williams,False,5700
2020-03-01,SAC,G/PG/UTIL,De'Aaron Fox,True,7700
2020-03-01,DAL,G/SG/UTIL,Seth Curry,True,5800
2020-03-01,TOR,G/PG/UTIL,Kyle Lowry,True,8100
2020-03-01,DEN,G/PG/UTIL,Jamal Murray,True,7100
2020-03-01,DET,G/PG/SG/UTIL,Brandon Knight,False,4100
2020-03-01,GSW,G/PG/SG/UTIL,Jordan Poole,False,4800
2020-03-01,NOR,G/PG/SG/UTIL,Jrue Holiday,True,8300
2020-03-01,PHI,G/PG/SG/UTIL,Alec Burks,False,4000
2020-03-01,DAL,G/PG/SG/UTIL,Delon Wright,True,4300
2020-03-01,LAC,G/PG/UTIL,Reggie Jackson,False,4600
2020-03-01,GSW,G/SG/UTIL,Damion Lee,True,5600
2020-03-01,GSW,G/SG/UTIL,Mychal Mulder,False,3300
2020-03-01,WAS,G/PG/SG/UTIL,Shabazz Napier,True,4700
2020-03-01,DEN,G/SG/UTIL,Gary Harris,True,3600
2020-03-01,NOR,F/G/PG/SF/UTIL,Brandon Ingram,True,7900
2020-03-01,DEN,G/PG/UTIL,Monte Morris,False,4400
2020-03-01,MIN,F/G/PG/SF/UTIL,Jarrett Culver,False,3300
2020-03-01,MIN,G/SG/UTIL,Malik Beasley,True,6400
2020-03-01,LAL,G/PG/SG/UTIL,Avery Bradley,True,3500
2020-03-01,WAS,G/PG/UTIL,Ishmael Smith,False,4500
2020-03-01,MIN,G/PG/UTIL,Jordan McLaughlin,False,3800
2020-03-01,DET,G/SG/UTIL,Langston Galloway,False,3400
2020-03-01,TOR,G/PG/SG/UTIL,Terence Davis,False,4200
2020-03-01,DET,G/PG/UTIL,Derrick Rose,True,6600
2020-03-01,DAL,G/PG/SG/UTIL,Jose Barea,False,4000
2020-03-01,SAC,G/PG/UTIL,Cory Joseph,False,3400
2020-03-01,PHI,G/SG/UTIL,Josh Richardson,True,5400
2020-03-01,TOR,F/G/PG/SF/UTIL,Patrick McCaw,False,3500
2020-03-01,LAC,G/PG/UTIL,Patrick Beverley,True,3900
2020-03-01,DET,G/PG/UTIL,Derrick Walton Jr.,False,3000
2020-03-01,LAL,G/PG/UTIL,Quinn Cook,False,3000
2020-03-01,LAL,G/PG/UTIL,Rajon Rondo,False,4300
2020-03-01,NOR,G/PG/UTIL,Frank Jackson,False,3000
2020-03-01,TOR,G/SG/UTIL,Matt Thomas,False,3000
2020-03-01,DET,G/SG/UTIL,Khyri Thomas,False,3000
2020-03-01,WAS,G/PG/UTIL,Gary Payton,False,3000
2020-03-01,MIN,G/PG/SG/UTIL,Jaylen Nowell,False,3000
2020-03-01,DEN,G/PG/UTIL,PJ Dozier,False,3000
2020-03-01,NOR,G/PG/SG/UTIL,Nickeil Alexander-Walker,False,3000
2020-03-01,DET,F/G/PG/SF/UTIL,Bruce Brown,False,5000
2020-03-01,GSW,F/G/PG/SF/UTIL,Draymond Green,False,6800
2020-03-01,SAC,G/PG/UTIL,Kyle Guy,False,3000
2020-03-01,PHI,G/PG/UTIL,Raul Neto,False,3700
2020-03-01,LAC,F/G/PG/SF/UTIL,Amir Coffey,False,3000
2020-03-01,GSW,G/PG/UTIL,Ky Bowman,False,4200
2020-03-01,LAL,G/PG/SG/UTIL,Alex Caruso,False,3300
2020-03-01,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3000
2020-03-01,TOR,G/PG/SG/UTIL,Fred VanVleet,False,6600
2020-03-01,MIN,G/PG/UTIL,Jacob Evans III,False,3000
2020-03-01,GSW,G/PG/UTIL,Stephen Curry,False,8200
2020-03-01,DAL,G/PG/SG/UTIL,Jalen Brunson,False,4700
2020-03-01,DAL,G/SG/UTIL,Antonius Cleveland,False,3000
2020-03-01,DAL,G/SG/UTIL,Josh Reaves,False,3000
2020-03-01,DET,G/PG/UTIL,Jordan Bone,False,3000
