date,team,position,name,starter,salary
2020-02-14,,NA/UTIL,RJ Barrett,True,N/A
2020-02-14,,NA/UTIL,Miles Bridges,False,N/A
2020-02-14,,NA/UTIL,Brandon Clarke,True,N/A
2020-02-14,,NA/UTIL,Trae Young,True,N/A
2020-02-14,,NA/UTIL,Collin Sexton,False,N/A
2020-02-14,,NA/UTIL,Eric Paschall,False,N/A
2020-02-14,,NA/UTIL,Rui Hachimura,True,N/A
2020-02-14,,NA/UTIL,Luka Doncic,True,N/A
2020-02-14,,NA/UTIL,Shai Gilgeous-Alexander,True,N/A
2020-02-14,,NA/UTIL,Moritz Wagner,False,N/A
2020-02-14,,NA/UTIL,Devonte' Graham,False,N/A
2020-02-14,,NA/UTIL,Ja Morant,True,N/A
2020-02-14,,NA/UTIL,Kendrick Nunn,True,N/A
2020-02-14,,NA/UTIL,Jaren Jackson,True,N/A
2020-02-14,,NA/UTIL,P.J. Washington,False,N/A
2020-02-14,,NA/UTIL,Nickeil Alexander-Walker,False,N/A
2020-02-14,,NA/UTIL,Zion Williamson,True,N/A
2020-02-14,,NA/UTIL,Josh Okogie,False,N/A
2020-02-14,,NA/UTIL,Sviatoslav Mykhailiuk,False,N/A
2020-02-14,,NA/UTIL,Nicolo Melli,False,N/A
