date,team,position,name,starter,salary
2019-11-18,DAL,G/PG/SG/UTIL,Luka Doncic,True,9800
2019-11-18,HOU,G/PG/UTIL,Russell Westbrook,True,8300
2019-11-18,HOU,G/PG/SG/UTIL,James Harden,True,12000
2019-11-18,IND,G/PG/SG/UTIL,Aaron Holiday,True,5500
2019-11-18,BKN,G/PG/SG/UTIL,Spencer Dinwiddie,True,6000
2019-11-18,MIN,G/PG/UTIL,Jeff Teague,True,5600
2019-11-18,OKC,G/PG/UTIL,Chris Paul,True,6600
2019-11-18,POR,G/PG/SG/UTIL,C.J. McCollum,True,7300
2019-11-18,POR,G/PG/UTIL,Damian Lillard,True,8600
2019-11-18,TOR,G/PG/SG/UTIL,Fred VanVleet,True,7400
2019-11-18,CHI,G/PG/SG/UTIL,Kris Dunn,False,4300
2019-11-18,MIL,F/G/PG/SF/UTIL,Donte DiVincenzo,True,4000
2019-11-18,BOS,G/PG/SG/UTIL,Marcus Smart,True,6400
2019-11-18,UTA,G/PG/UTIL,Mike Conley,True,6400
2019-11-18,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,7900
2019-11-18,BOS,G/PG/UTIL,Kemba Walker,True,8400
2019-11-18,LAC,G/PG/SG/UTIL,Louis Williams,False,7400
2019-11-18,NYK,G/PG/SG/UTIL,RJ Barrett,True,5600
2019-11-18,MIL,G/PG/UTIL,Eric Bledsoe,True,7200
2019-11-18,BOS,G/PG/SG/UTIL,Brad Wanamaker,False,3500
2019-11-18,CHI,G/PG/SG/UTIL,Zach LaVine,True,6900
2019-11-18,PHO,G/PG/SG/UTIL,Devin Booker,True,8000
2019-11-18,CHI,G/PG/SG/UTIL,Coby White,False,5300
2019-11-18,MIL,G/PG/SG/UTIL,George Hill,False,3700
2019-11-18,CHA,G/PG/SG/UTIL,Devonte' Graham,True,6900
2019-11-18,IND,G/PG/SG/UTIL,Nazareth Mitrou-Long,False,3100
2019-11-18,CLE,F/G/PG/SF/UTIL,Jordan Clarkson,False,4600
2019-11-18,CHI,G/PG/SG/UTIL,Ryan Arcidiacono,False,3300
2019-11-18,LAC,G/PG/SG/UTIL,Patrick Beverley,True,4400
2019-11-18,CLE,G/PG/SG/UTIL,Brandon Knight,False,3000
2019-11-18,OKC,G/PG/SG/UTIL,Dennis Schroder,False,5200
2019-11-18,SAS,G/PG/UTIL,Dejounte Murray,True,5200
2019-11-18,CLE,G/PG/SG/UTIL,Collin Sexton,True,5700
2019-11-18,SAS,G/PG/SG/UTIL,Bryn Forbes,True,4400
2019-11-18,CHA,G/PG/UTIL,Terry Rozier,True,6300
2019-11-18,NYK,G/PG/SG/UTIL,Frank Ntilikina,True,4100
2019-11-18,DAL,G/PG/SG/UTIL,Delon Wright,False,4000
2019-11-18,MIN,F/G/PG/SF/UTIL,Jarrett Culver,False,4400
2019-11-18,PHO,G/PG/SG/UTIL,Tyler Johnson,False,3200
2019-11-18,DAL,G/PG/SG/UTIL,Jalen Brunson,False,3400
2019-11-18,CLE,G/PG/UTIL,Darius Garland,True,4100
2019-11-18,DAL,G/PG/SG/UTIL,Seth Curry,True,3800
2019-11-18,POR,G/PG/SG/UTIL,Anfernee Simons,False,4300
2019-11-18,PHO,G/PG/SG/UTIL,Jevon Carter,True,3000
2019-11-18,CHA,G/PG/SG/UTIL,Malik Monk,False,5000
2019-11-18,BKN,G/PG/SG/UTIL,Theo Pinson,False,3100
2019-11-18,OKC,G/PG/SG/UTIL,Shai Gilgeous-Alexander,True,6300
2019-11-18,HOU,G/PG/SG/UTIL,Austin Rivers,False,4800
2019-11-18,TOR,G/SG/UTIL,Matt Thomas,False,3000
2019-11-18,NYK,G/PG/UTIL,Dennis Smith Jr.,False,4200
2019-11-18,HOU,G/PG/UTIL,Chris Clemons,False,4200
2019-11-18,CLE,G/PG/SG/UTIL,Matthew Dellavedova,False,3100
2019-11-18,SAS,G/PG/SG/UTIL,Patty Mills,False,4300
2019-11-18,UTA,G/PG/UTIL,Emmanuel Mudiay,False,3600
2019-11-18,CHI,G/PG/SG/UTIL,Tomas Satoransky,True,4900
