date,team,position,name,starter,salary
2019-10-26,ATL,G/PG/UTIL,Trae Young,True,8800
2019-10-26,HOU,G/PG/UTIL,Russell Westbrook,True,9100
2019-10-26,IND,G/PG/SG/UTIL,Malcolm Brogdon,True,6500
2019-10-26,BOS,G/PG/UTIL,Kemba Walker,True,8200
2019-10-26,WAS,G/SG/UTIL,Bradley Beal,True,9000
2019-10-26,PHO,G/PG/SG/UTIL,Devin Booker,True,8700
2019-10-26,DET,G/PG/SG/UTIL,Derrick Rose,False,4900
2019-10-26,PHI,F/G/PG/SF/UTIL,Ben Simmons,True,8600
2019-10-26,NOR,G/PG/UTIL,Lonzo Ball,True,5900
2019-10-26,SAS,G/PG/UTIL,Dejounte Murray,True,5700
2019-10-26,HOU,G/PG/SG/UTIL,James Harden,True,10200
2019-10-26,NYK,G/PG/SG/UTIL,RJ Barrett,True,6300
2019-10-26,TOR,G/PG/UTIL,Kyle Lowry,True,7300
2019-10-26,WAS,G/PG/UTIL,Ishmael Smith,True,5000
2019-10-26,BOS,G/PG/SG/UTIL,Marcus Smart,False,4900
2019-10-26,TOR,G/PG/SG/UTIL,Fred VanVleet,True,6200
2019-10-26,CLE,G/PG/SG/UTIL,Collin Sexton,True,5200
2019-10-26,WAS,G/PG/UTIL,Isaiah Thomas,False,3500
2019-10-26,UTA,G/PG/UTIL,Mike Conley,True,7400
2019-10-26,LAC,G/PG/SG/UTIL,Louis Williams,False,6800
2019-10-26,NYK,G/PG/UTIL,Elfrid Payton,True,4900
2019-10-26,SAS,G/PG/SG/UTIL,Bryn Forbes,True,4100
2019-10-26,PHO,G/PG/SG/UTIL,Jevon Carter,True,3100
2019-10-26,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,7900
2019-10-26,LAC,G/PG/SG/UTIL,Patrick Beverley,True,4900
2019-10-26,CLE,F/G/PG/SF/UTIL,Jordan Clarkson,False,3900
2019-10-26,PHI,G/PG/SG/UTIL,Josh Richardson,True,4900
2019-10-26,ORL,G/PG/UTIL,D.J. Augustin,True,4900
2019-10-26,ORL,G/PG/SG/UTIL,Markelle Fultz,False,4400
2019-10-26,BOS,G/PG/UTIL,Carsen Edwards,False,3300
2019-10-26,CLE,G/PG/UTIL,Darius Garland,True,5200
2019-10-26,PHO,G/PG/SG/UTIL,Tyler Johnson,False,3800
2019-10-26,WAS,F/G/PG/SF/UTIL,Isaac Bonga,True,3700
2019-10-26,CHI,G/PG/SG/UTIL,Coby White,False,4700
2019-10-26,ORL,G/PG/UTIL,Michael Carter-Williams,False,3200
2019-10-26,CHI,F/G/PG/SF/UTIL,Tomas Satoransky,True,4900
2019-10-26,UTA,G/PG/UTIL,Emmanuel Mudiay,False,3500
2019-10-26,SAC,G/PG/UTIL,De'Aaron Fox,True,7800
2019-10-26,CHI,G/PG/SG/UTIL,Zach LaVine,True,7700
2019-10-26,DET,G/PG/UTIL,Tim Frazier,True,3000
2019-10-26,IND,G/PG/UTIL,T.J. McConnell,False,3100
2019-10-26,CHI,G/PG/SG/UTIL,Ryan Arcidiacono,False,3300
2019-10-26,NOR,G/PG/SG/UTIL,Frank Jackson,False,3200
2019-10-26,PHI,G/PG/SG/UTIL,Shake Milton,False,3000
2019-10-26,DET,G/PG/SG/UTIL,Langston Galloway,False,3200
2019-10-26,SAS,G/PG/SG/UTIL,Derrick White,False,4300
2019-10-26,SAC,G/PG/SG/UTIL,Cory Joseph,False,3300
2019-10-26,TOR,G/SG/UTIL,Matt Thomas,False,3100
2019-10-26,HOU,G/PG/SG/UTIL,Austin Rivers,False,3100
2019-10-26,CHI,F/G/PG/SF/UTIL,Shaquille Harrison,False,3000
2019-10-26,CHI,G/PG/SG/UTIL,Kris Dunn,False,3900
2019-10-26,SAS,G/PG/SG/UTIL,Patty Mills,False,3500
2019-10-26,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3000
2019-10-26,PHO,G/PG/SG/UTIL,Elie Okobo,False,3200
2019-10-26,PHI,G/PG/UTIL,Raul Neto,False,3000
2019-10-26,CLE,G/PG/SG/UTIL,Matthew Dellavedova,False,3100
2019-10-26,ATL,F/G/PG/SF/UTIL,Evan Turner,False,3200
2019-10-26,BOS,G/PG/SG/UTIL,Brad Wanamaker,False,3000
2019-10-26,NYK,G/PG/SG/UTIL,Allonzo Trier,False,3400
2019-10-26,NYK,G/PG/UTIL,Dennis Smith Jr.,False,3900
2019-10-26,NOR,G/PG/SG/UTIL,Nickeil Alexander-Walker,False,3600
2019-10-26,BOS,G/SG/UTIL,Javonte Green,False,3000
2019-10-26,UTA,G/PG/UTIL,Nigel Williams-Goss,False,3000
2019-10-26,NYK,G/PG/SG/UTIL,Frank Ntilikina,False,3000
2019-10-26,LAC,G/SG/UTIL,Jerome Robinson,False,3000
2019-10-26,HOU,G/PG/UTIL,Chris Clemons,False,3000
2019-10-26,PHO,G/PG/UTIL,Jared Harper,False,3000
2019-10-26,IND,G/PG/SG/UTIL,Aaron Holiday,False,3200
2019-10-26,PHI,G/PG/UTIL,Trey Burke,False,3100
2019-10-26,DET,G/SG/UTIL,Khyri Thomas,False,3000
2019-10-26,DET,G/PG/UTIL,Jordan Bone,False,3000
2019-10-26,WAS,G/PG/UTIL,Justin Robinson,False,3000
2019-10-26,WAS,G/PG/UTIL,Chris Chiozza,False,3000
2019-10-26,WAS,G/PG/SG/UTIL,Jordan McRae,False,3000
2019-10-26,CLE,G/PG/SG/UTIL,Brandon Knight,False,3100
2019-10-26,DET,G/PG/SG/UTIL,Reggie Jackson,False,4800
2019-10-26,NOR,G/PG/SG/UTIL,Jrue Holiday,False,8500
2019-10-26,LAC,G/PG/UTIL,Derrick Walton Jr.,False,3000
2019-10-26,WAS,G/PG/UTIL,John Wall,False,3000
2019-10-26,LAC,F/G/PG/SF/UTIL,Amir Coffey,False,3000
2019-10-26,IND,G/PG/SG/UTIL,Victor Oladipo,False,3000
2019-10-26,CHI,G/SG/UTIL,Max Strus,False,3000
2019-10-26,UTA,G/PG/UTIL,Justin Wright-Foreman,False,3000
2019-10-26,NOR,G/PG/UTIL,Josh Gray,False,3000
2019-10-26,IND,G/PG/UTIL,Nazareth Mitrou-Long,False,3000
2019-10-26,PHO,G/PG/SG/UTIL,Jalen Lecque,False,3000
2019-10-26,PHO,G/PG/UTIL,Ricky Rubio,False,6600
2019-10-26,NYK,G/SG/UTIL,Kadeem Allen,False,3300
2019-10-26,HOU,G/PG/SG/UTIL,Michael Frazier,False,3000
2019-10-26,ORL,G/PG/UTIL,Josh Magette,False,3000
