date,team,position,name,starter,salary
2020-01-29,POR,G/PG/UTIL,Damian Lillard,True,10500
2020-01-29,HOU,G/PG/UTIL,Russell Westbrook,True,10400
2020-01-29,OKC,G/PG/SG/UTIL,Dennis Schroder,False,7000
2020-01-29,NYK,G/PG/UTIL,Elfrid Payton,True,6300
2020-01-29,MEM,G/PG/UTIL,Ja Morant,True,7200
2020-01-29,IND,G/PG/UTIL,Malcolm Brogdon,True,6600
2020-01-29,OKC,G/PG/SG/UTIL,Shai Gilgeous-Alexander,True,7300
2020-01-29,BKN,G/PG/SG/UTIL,Spencer Dinwiddie,False,7500
2020-01-29,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,8000
2020-01-29,POR,G/PG/SG/UTIL,C.J. McCollum,True,6900
2020-01-29,CHI,G/SG/UTIL,Zach LaVine,True,8600
2020-01-29,DET,G/PG/UTIL,Reggie Jackson,False,4500
2020-01-29,BKN,G/PG/UTIL,Kyrie Irving,True,9100
2020-01-29,DET,G/PG/SG/UTIL,Derrick Rose,True,7600
2020-01-29,HOU,G/PG/SG/UTIL,James Harden,True,10600
2020-01-29,OKC,G/PG/UTIL,Chris Paul,True,7400
2020-01-29,SAS,G/PG/UTIL,Dejounte Murray,True,4300
2020-01-29,SAC,G/PG/UTIL,De'Aaron Fox,True,8100
2020-01-29,MEM,G/SG/UTIL,Dillon Brooks,True,6200
2020-01-29,UTA,G/PG/SG/UTIL,Jordan Clarkson,False,4200
2020-01-29,CHI,G/PG/UTIL,Tomas Satoransky,True,4900
2020-01-29,HOU,G/PG/SG/UTIL,Austin Rivers,False,5000
2020-01-29,SAS,G/PG/SG/UTIL,Patty Mills,False,4000
2020-01-29,MEM,G/PG/UTIL,Tyus Jones,False,3400
2020-01-29,BKN,G/PG/SG/UTIL,Garrett Temple,True,3500
2020-01-29,NYK,G/PG/UTIL,Dennis Smith Jr.,False,3000
2020-01-29,IND,G/PG/SG/UTIL,Victor Oladipo,False,6000
2020-01-29,CHI,F/G/PG/SF/UTIL,Kris Dunn,True,5500
2020-01-29,SAS,G/PG/SG/UTIL,Derrick White,False,4700
2020-01-29,DET,F/G/PG/SF/UTIL,Bruce Brown,True,4600
2020-01-29,BKN,F/G/PG/SF/UTIL,Caris LeVert,False,4500
2020-01-29,SAC,G/PG/UTIL,Cory Joseph,False,3000
2020-01-29,UTA,G/PG/UTIL,Mike Conley,False,3800
2020-01-29,CHI,G/PG/SG/UTIL,Coby White,False,3900
2020-01-29,SAS,G/PG/SG/UTIL,Bryn Forbes,True,3300
2020-01-29,CHI,G/PG/SG/UTIL,Ryan Arcidiacono,False,3000
2020-01-29,DET,G/SG/UTIL,Langston Galloway,False,3900
2020-01-29,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3000
2020-01-29,IND,G/PG/UTIL,T.J. McConnell,False,4900
2020-01-29,POR,G/PG/SG/UTIL,Anfernee Simons,False,3800
2020-01-29,MEM,G/SG/UTIL,John Konchar,False,3000
2020-01-29,NYK,G/PG/UTIL,Frank Ntilikina,False,3200
2020-01-29,NYK,G/PG/SG/UTIL,Allonzo Trier,False,3000
2020-01-29,DET,G/PG/UTIL,Tim Frazier,False,3000
2020-01-29,HOU,G/PG/UTIL,Chris Clemons,False,3300
2020-01-29,CHI,F/G/PG/SF/UTIL,Shaquille Harrison,False,3000
2020-01-29,CHI,G/SG/UTIL,Adam Mokoka,False,3000
2020-01-29,IND,G/PG/SG/UTIL,Edmond Sumner,False,3000
2020-01-29,UTA,G/PG/UTIL,Emmanuel Mudiay,False,3000
2020-01-29,IND,G/PG/SG/UTIL,Aaron Holiday,False,4800
2020-01-29,HOU,G/PG/SG/UTIL,Michael Frazier,False,3000
2020-01-29,DET,G/SG/UTIL,Khyri Thomas,False,3000
2020-01-29,MEM,G/PG/SG/UTIL,Grayson Allen,False,3000
2020-01-29,OKC,G/SG/UTIL,Andre Roberson,False,3000
2020-01-29,DET,G/PG/UTIL,Jordan Bone,False,3000
2020-01-29,SAC,G/PG/UTIL,Kyle Guy,False,3000
2020-01-29,UTA,G/PG/UTIL,Nigel Williams-Goss,False,3000
2020-01-29,SAS,G/SG/UTIL,Quinndary Weatherspoon,False,3000
2020-01-29,POR,G/SG/UTIL,Rodney Hood,False,3000
2020-01-29,BKN,G/PG/SG/UTIL,Chris Chiozza,False,3000
2020-01-29,NYK,G/PG/SG/UTIL,RJ Barrett,False,5500
2020-01-29,BKN,G/PG/SG/UTIL,Theo Pinson,False,3000
2020-01-29,DET,G/SG/UTIL,Luke Kennard,False,5700
2020-01-29,CHI,G/SG/UTIL,Max Strus,False,3000
2020-01-29,UTA,G/SG/UTIL,Justin Wright-Foreman,False,3000
2020-01-29,BKN,G/PG/UTIL,Jeremiah Martin,False,3000
2020-01-29,IND,G/PG/SG/UTIL,Nazareth Mitrou-Long,False,3000
2020-01-29,MEM,G/PG/SG/UTIL,De'Anthony Melton,False,4500
2020-01-29,NYK,G/PG/SG/UTIL,Kadeem Allen,False,3000
