date,team,position,name,starter,salary
2020-01-28,MIL,G/PG/UTIL,Eric Bledsoe,True,6600
2020-01-28,NOR,G/PG/SG/UTIL,Jrue Holiday,True,7900
2020-01-28,PHO,G/PG/SG/UTIL,Devin Booker,True,9100
2020-01-28,GSW,G/PG/SG/UTIL,D'Angelo Russell,True,7600
2020-01-28,CHA,G/PG/SG/UTIL,Terry Rozier,True,6800
2020-01-28,GSW,F/G/PG/SF/UTIL,Draymond Green,True,5400
2020-01-28,CLE,G/PG/SG/UTIL,Collin Sexton,True,6500
2020-01-28,TOR,G/PG/UTIL,Kyle Lowry,True,7200
2020-01-28,ATL,G/PG/UTIL,Trae Young,True,10300
2020-01-28,MEM,G/PG/UTIL,Ja Morant,True,7000
2020-01-28,BOS,G/PG/UTIL,Kemba Walker,True,7800
2020-01-28,MIA,G/PG/UTIL,Goran Dragic,False,5600
2020-01-28,BOS,G/PG/SG/UTIL,Marcus Smart,True,5800
2020-01-28,MEM,G/SG/UTIL,Dillon Brooks,True,6000
2020-01-28,NYK,G/PG/UTIL,Elfrid Payton,True,6000
2020-01-28,DAL,G/PG/UTIL,Luka Doncic,True,12000
2020-01-28,PHI,F/G/PG/SF/UTIL,Ben Simmons,True,10000
2020-01-28,NOR,G/PG/UTIL,Lonzo Ball,True,7400
2020-01-28,MIL,G/PG/SG/UTIL,Donte DiVincenzo,False,4300
2020-01-28,DEN,F/G/PG/SF/UTIL,Will Barton,True,6600
2020-01-28,PHI,G/PG/UTIL,Raul Neto,False,3100
2020-01-28,PHO,G/PG/UTIL,Ricky Rubio,True,6400
2020-01-28,DAL,G/PG/SG/UTIL,Jose Barea,False,3100
2020-01-28,TOR,G/PG/SG/UTIL,Fred VanVleet,True,8200
2020-01-28,DEN,G/PG/UTIL,Monte Morris,False,5400
2020-01-28,TOR,G/PG/SG/UTIL,Terence Davis,False,3100
2020-01-28,WAS,G/PG/UTIL,Isaiah Thomas,True,4000
2020-01-28,WAS,G/PG/UTIL,Ishmael Smith,False,4500
2020-01-28,ATL,G/PG/SG/UTIL,Jeff Teague,False,4100
2020-01-28,GSW,G/PG/SG/UTIL,Alec Burks,False,5500
2020-01-28,PHO,G/PG/UTIL,Ty Jerome,False,3000
2020-01-28,DAL,G/PG/SG/UTIL,Jalen Brunson,False,3000
2020-01-28,MEM,G/PG/UTIL,Tyus Jones,False,3600
2020-01-28,MIA,G/SG/UTIL,Tyler Herro,True,5200
2020-01-28,CHA,G/PG/UTIL,Devonte' Graham,True,7400
2020-01-28,MIL,G/SG/UTIL,Wes Matthews,True,3000
2020-01-28,PHI,G/SG/UTIL,Furkan Korkmaz,False,4100
2020-01-28,CHA,G/PG/SG/UTIL,Malik Monk,False,4800
2020-01-28,ATL,G/SG/UTIL,Kevin Huerter,True,5500
2020-01-28,DEN,G/SG/UTIL,Gary Harris,True,4300
2020-01-28,PHI,G/PG/SG/UTIL,Shake Milton,True,4100
2020-01-28,BOS,G/PG/SG/UTIL,Brad Wanamaker,False,3100
2020-01-28,PHO,G/PG/SG/UTIL,Tyler Johnson,False,3000
2020-01-28,NOR,G/PG/UTIL,Frank Jackson,False,3000
2020-01-28,NYK,G/PG/UTIL,Dennis Smith Jr.,False,3000
2020-01-28,CLE,G/PG/UTIL,Matthew Dellavedova,False,3000
2020-01-28,DAL,G/SG/UTIL,Seth Curry,True,4200
2020-01-28,TOR,G/SG/UTIL,Matt Thomas,False,3000
2020-01-28,DEN,G/PG/SG/UTIL,Malik Beasley,False,3900
2020-01-28,PHO,G/PG/SG/UTIL,Jevon Carter,False,3100
2020-01-28,GSW,G/PG/UTIL,Jacob Evans III,False,3000
2020-01-28,MIL,G/PG/UTIL,George Hill,False,3900
2020-01-28,ATL,G/SG/UTIL,Charlie Brown,False,3000
2020-01-28,DAL,G/PG/SG/UTIL,Delon Wright,False,4100
2020-01-28,CLE,G/PG/SG/UTIL,Dante Exum,True,3100
2020-01-28,ATL,G/PG/UTIL,Brandon Goodwin,False,3400
2020-01-28,WAS,G/PG/SG/UTIL,Gary Payton,False,3200
