date,team,position,name,starter,salary
2020-01-14,BKN,G/PG/UTIL,Kyrie Irving,True,8600
2020-01-14,ATL,G/PG/UTIL,Trae Young,True,10200
2020-01-14,HOU,G/PG/SG/UTIL,James Harden,True,13000
2020-01-14,ATL,G/PG/SG/UTIL,Kevin Huerter,True,6200
2020-01-14,PHO,G/PG/SG/UTIL,Devin Booker,True,8200
2020-01-14,MEM,G/PG/UTIL,Ja Morant,True,7600
2020-01-14,NYK,G/PG/SG/UTIL,RJ Barrett,True,5600
2020-01-14,LAC,G/PG/SG/UTIL,Patrick Beverley,True,5300
2020-01-14,DAL,F/G/PG/SF/UTIL,Luka Doncic,True,12600
2020-01-14,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,7700
2020-01-14,CLE,G/PG/SG/UTIL,Collin Sexton,True,5800
2020-01-14,CLE,G/PG/UTIL,Darius Garland,True,5200
2020-01-14,LAC,G/PG/SG/UTIL,Louis Williams,False,7500
2020-01-14,BKN,G/PG/SG/UTIL,Spencer Dinwiddie,True,6700
2020-01-14,MEM,G/PG/SG/UTIL,De'Anthony Melton,False,4400
2020-01-14,GSW,G/PG/SG/UTIL,D'Angelo Russell,True,7900
2020-01-14,GSW,G/PG/SG/UTIL,Alec Burks,True,5300
2020-01-14,NYK,G/PG/SG/UTIL,Kadeem Allen,False,3100
2020-01-14,DAL,G/PG/SG/UTIL,Delon Wright,False,4600
2020-01-14,MIL,G/PG/UTIL,Eric Bledsoe,True,6500
2020-01-14,MIL,G/PG/SG/UTIL,Donte DiVincenzo,False,4800
2020-01-14,LAC,G/SG/UTIL,Jerome Robinson,False,3000
2020-01-14,BKN,F/G/PG/SF/UTIL,Caris LeVert,False,5000
2020-01-14,HOU,G/PG/SG/UTIL,Austin Rivers,True,4100
2020-01-14,DAL,G/PG/SG/UTIL,Jalen Brunson,False,3000
2020-01-14,UTA,G/PG/SG/UTIL,Jordan Clarkson,False,5600
2020-01-14,CLE,G/PG/SG/UTIL,Matthew Dellavedova,False,3100
2020-01-14,DAL,G/PG/SG/UTIL,Jose Barea,False,3300
2020-01-14,GSW,F/G/PG/SF/UTIL,Draymond Green,True,6000
2020-01-14,DAL,G/PG/SG/UTIL,Seth Curry,False,3700
2020-01-14,MEM,G/PG/SG/UTIL,Grayson Allen,False,3400
2020-01-14,UTA,G/PG/UTIL,Emmanuel Mudiay,False,4700
2020-01-14,NYK,G/PG/UTIL,Elfrid Payton,True,5900
2020-01-14,ATL,G/PG/SG/UTIL,Brandon Goodwin,False,4000
2020-01-14,MIL,G/PG/SG/UTIL,George Hill,False,4300
2020-01-14,CLE,G/PG/SG/UTIL,Dante Exum,False,3700
2020-01-14,PHO,G/PG/SG/UTIL,Elie Okobo,True,3200
2020-01-14,NYK,G/PG/SG/UTIL,Allonzo Trier,False,3000
2020-01-14,PHO,G/PG/SG/UTIL,Tyler Johnson,False,3000
2020-01-14,PHO,G/PG/SG/UTIL,Jevon Carter,False,3000
2020-01-14,MEM,G/PG/SG/UTIL,Tyus Jones,False,3600
2020-01-14,DAL,G/SG/UTIL,Antonius Cleveland,False,3000
2020-01-14,CLE,G/PG/SG/UTIL,Brandon Knight,False,3400
2020-01-14,GSW,F/G/PG/SF/UTIL,Jacob Evans III,False,3000
2020-01-14,LAC,G/PG/SG/UTIL,Terance Mann,False,3000
2020-01-14,LAC,G/PG/UTIL,Derrick Walton Jr.,False,3000
2020-01-14,PHO,G/PG/SG/UTIL,Ty Jerome,False,3000
2020-01-14,HOU,G/PG/UTIL,Chris Clemons,False,3500
2020-01-14,BKN,G/PG/SG/UTIL,Theo Pinson,False,3000
2020-01-14,UTA,G/PG/UTIL,Justin Wright-Foreman,False,3000
2020-01-14,PHO,G/PG/SG/UTIL,Jalen Lecque,False,3000
2020-01-14,HOU,G/PG/SG/UTIL,Michael Frazier,False,3000
2020-01-14,MIL,G/PG/SG/UTIL,Frank Mason III,False,3000
2020-01-14,GSW,G/PG/UTIL,Stephen Curry,False,8000
2020-01-14,NYK,G/PG/SG/UTIL,Frank Ntilikina,False,3200
2020-01-14,BKN,G/PG/SG/UTIL,Garrett Temple,False,3500
2020-01-14,DAL,G/SG/UTIL,Josh Reaves,False,3000
2020-01-14,HOU,G/PG/UTIL,Russell Westbrook,False,9500
2020-01-14,UTA,G/PG/UTIL,Nigel Williams-Goss,False,3000
2020-01-14,BKN,G/PG/SG/UTIL,Chris Chiozza,False,3000
2020-01-14,LAC,F/G/PG/SF/UTIL,Amir Coffey,False,3000
2020-01-14,GSW,G/PG/UTIL,Ky Bowman,False,3100
2020-01-14,MEM,G/SG/UTIL,John Konchar,False,3000
2020-01-14,ATL,F/G/PG/SF/UTIL,Evan Turner,False,3000
2020-01-14,UTA,G/PG/UTIL,Mike Conley,False,4700
2020-01-14,PHO,G/PG/UTIL,Ricky Rubio,False,7100
2020-01-14,PHO,G/PG/UTIL,Jared Harper,False,3000
2020-01-14,NYK,G/PG/UTIL,Dennis Smith Jr.,False,3000
