date,team,position,name,starter,salary
2020-08-06,POR,G/PG/UTIL,Damian Lillard,True,9700
2020-08-06,HOU,G/PG/SG/UTIL,James Harden,True,10700
2020-08-06,IND,G/PG/UTIL,Malcolm Brogdon,True,6800
2020-08-06,DAL,F/G/PG/SF/UTIL,Luka Doncic,True,11300
2020-08-06,PHO,G/PG/SG/UTIL,Devin Booker,True,8300
2020-08-06,POR,G/PG/SG/UTIL,C.J. McCollum,True,7900
2020-08-06,MIA,G/SG/UTIL,Tyler Herro,False,3600
2020-08-06,MIL,G/PG/UTIL,Eric Bledsoe,True,5200
2020-08-06,MIA,G/PG/SG/UTIL,Kendrick Nunn,True,4100
2020-08-06,PHO,G/SG/UTIL,Cameron Payne,False,3400
2020-08-06,PHO,G/PG/UTIL,Ricky Rubio,True,6600
2020-08-06,DEN,G/PG/UTIL,PJ Dozier,False,3100
2020-08-06,MIL,G/PG/UTIL,George Hill,False,3800
2020-08-06,DAL,G/PG/UTIL,Trey Burke,False,3400
2020-08-06,HOU,G/PG/SG/UTIL,Austin Rivers,False,3000
2020-08-06,LAL,G/SG/UTIL,Talen Horton-Tucker,False,3000
2020-08-06,IND,G/PG/SG/UTIL,Aaron Holiday,True,4800
2020-08-06,DEN,G/PG/UTIL,Monte Morris,True,4700
2020-08-06,LAL,G/PG/UTIL,Quinn Cook,True,3000
2020-08-06,DAL,G/PG/SG/UTIL,Delon Wright,False,3700
2020-08-06,LAC,G/PG/SG/UTIL,Louis Williams,False,5000
2020-08-06,PHO,G/PG/SG/UTIL,Jevon Carter,False,3100
2020-08-06,MIL,G/SG/UTIL,Wes Matthews,True,3000
2020-08-06,IND,G/PG/UTIL,T.J. McConnell,False,4000
2020-08-06,MIL,G/PG/SG/UTIL,Donte DiVincenzo,False,5100
2020-08-06,LAC,G/PG/UTIL,Reggie Jackson,False,5800
2020-08-06,POR,G/PG/SG/UTIL,Anfernee Simons,False,3000
2020-08-06,PHO,G/PG/SG/UTIL,Ty Jerome,False,3000
2020-08-06,IND,G/PG/SG/UTIL,Nazareth Mitrou-Long,False,3000
2020-08-06,LAC,G/PG/UTIL,Terance Mann,False,3000
2020-08-06,HOU,G/PG/SG/UTIL,Michael Frazier,False,3000
2020-08-06,HOU,G/PG/UTIL,Chris Clemons,False,3000
2020-08-06,DAL,G/SG/UTIL,Antonius Cleveland,False,3000
2020-08-06,DAL,G/SG/UTIL,Josh Reaves,False,3000
2020-08-06,DAL,G/PG/SG/UTIL,Jose Barea,False,3100
2020-08-06,POR,G/PG/UTIL,Jaylen Adams,False,3000
2020-08-06,PHO,G/PG/SG/UTIL,Jalen Lecque,False,3000
2020-08-06,MIL,G/PG/UTIL,Frank Mason III,False,3000
2020-08-06,DAL,G/SG/UTIL,Seth Curry,False,4400
2020-08-06,LAC,G/PG/UTIL,Patrick Beverley,False,3700
2020-08-06,IND,G/SG/UTIL,Brian Bowen II,False,3000
2020-08-06,MIA,G/PG/UTIL,Gabe Vincent,False,3000
2020-08-06,LAL,F/G/PG/SF/UTIL,LeBron James,False,10500
2020-08-06,MIA,G/PG/UTIL,Goran Dragic,False,5000
2020-08-06,HOU,G/PG/UTIL,Russell Westbrook,False,9000
2020-08-06,IND,G/SG/UTIL,Jeremy Lamb,False,4500
2020-08-06,LAL,G/PG/SG/UTIL,Alex Caruso,False,3400
2020-08-06,LAL,G/PG/UTIL,Rajon Rondo,False,3000
2020-08-06,DEN,G/PG/UTIL,Jamal Murray,False,7400
2020-08-06,PHO,G/PG/SG/UTIL,Elie Okobo,False,3000
2020-08-06,DEN,G/SG/UTIL,Gary Harris,False,4500
2020-08-06,DEN,G/SG/UTIL,Troy Daniels,False,3100
2020-08-06,MIL,F/PF/UTIL,Giannis Antetokounmpo,True,11000
2020-08-06,DEN,F/PF/SF/UTIL,Michael Porter,True,6400
2020-08-06,MIL,F/SF/UTIL,Khris Middleton,True,7600
2020-08-06,LAC,F/SF/UTIL,Kawhi Leonard,True,8700
2020-08-06,POR,F/G/SF/SG/UTIL,Gary Trent Jr.,False,4400
2020-08-06,LAC,F/SF/UTIL,Paul George,True,7800
2020-08-06,LAL,F/PF/SF/UTIL,Kyle Kuzma,True,4500
2020-08-06,PHO,F/PF/SF/UTIL,Cameron Johnson,True,4900
2020-08-06,IND,F/PF/SF/UTIL,T.J. Warren,True,8400
2020-08-06,HOU,F/G/SF/SG/UTIL,Ben McLemore,True,3100
2020-08-06,MIA,F/G/SF/SG/UTIL,Andre Iguodala,False,3300
2020-08-06,HOU,F/PF/SF/UTIL,Robert Covington,True,6500
2020-08-06,DAL,F/PF/SF/UTIL,Dorian Finney-Smith,True,4700
2020-08-06,LAC,F/PF/SF/UTIL,Marcus Morris,True,4200
2020-08-06,DEN,F/PF/UTIL,Jerami Grant,True,4300
2020-08-06,PHO,F/PF/SF/UTIL,Dario Saric,False,4900
2020-08-06,IND,F/G/SF/SG/UTIL,Victor Oladipo,True,5500
2020-08-06,MIA,F/G/SF/SG/UTIL,Duncan Robinson,True,5000
2020-08-06,MIA,F/PF/UTIL,Jae Crowder,True,4400
