date,team,position,name,starter,salary
2020-01-22,HOU,G/PG/UTIL,Russell Westbrook,True,9800
2020-01-22,NOR,G/PG/UTIL,Lonzo Ball,True,6800
2020-01-22,OKC,G/PG/SG/UTIL,Dennis Schroder,False,6000
2020-01-22,DET,G/PG/SG/UTIL,Derrick Rose,True,7000
2020-01-22,OKC,G/PG/SG/UTIL,Shai Gilgeous-Alexander,True,7200
2020-01-22,MIA,G/PG/UTIL,Goran Dragic,False,5900
2020-01-22,LAL,F/G/PG/SF/UTIL,LeBron James,True,10800
2020-01-22,HOU,G/PG/SG/UTIL,James Harden,True,11200
2020-01-22,TOR,G/PG/SG/UTIL,Fred VanVleet,True,6600
2020-01-22,PHI,F/G/PG/SF/UTIL,Ben Simmons,True,9300
2020-01-22,IND,G/PG/UTIL,T.J. McConnell,False,4200
2020-01-22,MIA,G/SG/UTIL,Tyler Herro,False,4100
2020-01-22,DET,G/PG/UTIL,Reggie Jackson,False,3000
2020-01-22,OKC,G/PG/UTIL,Chris Paul,True,7300
2020-01-22,SAC,G/PG/UTIL,De'Aaron Fox,True,8300
2020-01-22,MIN,G/PG/UTIL,Shabazz Napier,True,5100
2020-01-22,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,7800
2020-01-22,CHI,G/SG/UTIL,Zach LaVine,True,9000
2020-01-22,GSW,G/PG/SG/UTIL,D'Angelo Russell,True,8000
2020-01-22,LAC,G/PG/SG/UTIL,Louis Williams,True,7300
2020-01-22,NYK,G/PG/UTIL,Elfrid Payton,True,5600
2020-01-22,CHI,F/G/PG/SF/UTIL,Kris Dunn,True,4900
2020-01-22,BOS,G/PG/SG/UTIL,Marcus Smart,True,5700
2020-01-22,SAS,G/PG/SG/UTIL,Derrick White,False,4800
2020-01-22,ATL,G/PG/SG/UTIL,Brandon Goodwin,False,3100
2020-01-22,WAS,G/PG/SG/UTIL,Jordan McRae,False,4700
2020-01-22,ATL,G/SG/UTIL,Kevin Huerter,True,5300
2020-01-22,PHI,G/SG/UTIL,Furkan Korkmaz,False,3600
2020-01-22,BOS,G/PG/UTIL,Kemba Walker,True,7400
2020-01-22,DEN,F/G/PG/SF/UTIL,Will Barton,True,7400
2020-01-22,ORL,G/PG/SG/UTIL,Markelle Fultz,True,6000
2020-01-22,PHO,G/PG/UTIL,Elie Okobo,False,3200
2020-01-22,WAS,G/PG/UTIL,Isaiah Thomas,True,3400
2020-01-22,ORL,G/PG/SG/UTIL,Michael Carter-Williams,False,3500
2020-01-22,NOR,G/PG/SG/UTIL,Jrue Holiday,True,8100
2020-01-22,TOR,G/PG/UTIL,Kyle Lowry,True,6600
2020-01-22,DEN,G/PG/UTIL,Monte Morris,True,4800
2020-01-22,SAS,G/PG/UTIL,Dejounte Murray,True,5200
2020-01-22,DET,G/PG/SG/UTIL,Langston Galloway,False,3700
2020-01-22,PHO,G/PG/SG/UTIL,Devin Booker,True,8700
2020-01-22,HOU,G/PG/SG/UTIL,Austin Rivers,False,3000
2020-01-22,UTA,G/PG/SG/UTIL,Jordan Clarkson,False,4500
2020-01-22,MIA,G/PG/SG/UTIL,Kendrick Nunn,True,6100
2020-01-22,BOS,G/PG/SG/UTIL,Brad Wanamaker,False,3400
2020-01-22,MEM,G/PG/SG/UTIL,Grayson Allen,False,3100
2020-01-22,LAL,G/PG/UTIL,Rajon Rondo,False,4100
2020-01-22,ATL,G/PG/UTIL,Jeff Teague,True,4000
2020-01-22,GSW,G/PG/SG/UTIL,Alec Burks,False,6400
2020-01-22,CHI,G/PG/SG/UTIL,Coby White,False,4300
2020-01-22,PHI,G/PG/SG/UTIL,Shake Milton,False,3000
2020-01-22,BOS,G/SG/UTIL,Javonte Green,False,3200
2020-01-22,LAC,G/SG/UTIL,Jerome Robinson,False,3200
2020-01-22,MEM,G/PG/SG/UTIL,De'Anthony Melton,False,4800
2020-01-22,CHI,G/PG/UTIL,Tomas Satoransky,True,4900
2020-01-22,GSW,G/SG/UTIL,Damion Lee,True,5800
2020-01-22,GSW,F/G/PG/SF/UTIL,Draymond Green,True,5700
2020-01-22,PHO,G/PG/UTIL,Ricky Rubio,True,7700
2020-01-22,IND,G/PG/SG/UTIL,Aaron Holiday,False,3400
2020-01-22,SAS,G/PG/SG/UTIL,Bryn Forbes,True,4100
2020-01-22,SAS,G/PG/SG/UTIL,Patty Mills,False,3800
2020-01-22,DEN,G/PG/SG/UTIL,Malik Beasley,False,4700
2020-01-22,BOS,G/PG/UTIL,Carsen Edwards,False,3000
2020-01-22,UTA,G/PG/UTIL,Mike Conley,False,4700
2020-01-22,TOR,G/PG/SG/UTIL,Terence Davis,False,4000
2020-01-22,UTA,G/PG/UTIL,Emmanuel Mudiay,False,3300
2020-01-22,MEM,G/PG/UTIL,Tyus Jones,False,3500
2020-01-22,MIN,G/PG/UTIL,Jordan McLaughlin,False,3000
2020-01-22,WAS,G/PG/SG/UTIL,Gary Payton,True,3700
2020-01-22,IND,G/PG/UTIL,Malcolm Brogdon,True,7100
2020-01-22,PHO,G/PG/UTIL,Ty Jerome,False,3000
2020-01-22,MEM,G/PG/UTIL,Ja Morant,True,7600
2020-01-22,WAS,G/PG/UTIL,Ishmael Smith,False,4800
2020-01-22,PHO,G/PG/SG/UTIL,Jevon Carter,False,3000
2020-01-22,SAC,G/PG/UTIL,Cory Joseph,False,3000
2020-01-22,PHI,G/PG/UTIL,Raul Neto,False,3100
2020-01-22,LAL,G/PG/SG/UTIL,Alex Caruso,False,3400
2020-01-22,MIN,G/PG/SG/UTIL,Jarrett Culver,True,5000
2020-01-22,GSW,F/G/PG/SF/UTIL,Jacob Evans III,False,3000
2020-01-22,MEM,G/SG/UTIL,Dillon Brooks,True,6200
2020-01-22,CHI,G/PG/SG/UTIL,Ryan Arcidiacono,False,3000
2020-01-22,LAC,G/PG/UTIL,Terance Mann,True,3000
2020-01-22,LAL,G/SG/UTIL,Avery Bradley,True,3300
2020-01-22,NOR,G/PG/SG/UTIL,Nickeil Alexander-Walker,False,3100
2020-01-22,IND,G/PG/SG/UTIL,Edmond Sumner,False,3000
2020-01-22,NYK,G/PG/UTIL,Frank Ntilikina,False,3800
2020-01-22,HOU,G/PG/UTIL,Chris Clemons,False,3000
2020-01-22,LAC,G/PG/UTIL,Derrick Walton Jr.,False,3000
2020-01-22,HOU,G/PG/SG/UTIL,Michael Frazier,False,3000
2020-01-22,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3000
2020-01-22,NOR,G/PG/UTIL,Frank Jackson,False,3100
2020-01-22,NYK,G/PG/UTIL,Dennis Smith Jr.,False,3000
2020-01-22,TOR,F/G/PG/SF/UTIL,Patrick McCaw,False,3200
2020-01-22,DET,G/PG/UTIL,Jordan Bone,False,3000
