date,team,position,name,starter,salary
2019-10-25,DAL,G/PG/SG/UTIL,Luka Doncic,True,9200
2019-10-25,CHI,G/PG/SG/UTIL,Zach LaVine,True,7400
2019-10-25,LAL,F/G/PG/SF/UTIL,LeBron James,True,9500
2019-10-25,POR,G/PG/UTIL,Damian Lillard,True,8800
2019-10-25,OKC,G/PG/SG/UTIL,Shai Gilgeous-Alexander,True,6500
2019-10-25,TOR,G/PG/UTIL,Kyle Lowry,True,7000
2019-10-25,DEN,G/PG/SG/UTIL,Jamal Murray,True,6300
2019-10-25,DAL,G/PG/SG/UTIL,Delon Wright,False,4800
2019-10-25,SAC,G/PG/UTIL,De'Aaron Fox,True,7900
2019-10-25,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,7700
2019-10-25,BKN,G/PG/UTIL,Kyrie Irving,True,9000
2019-10-25,BOS,G/PG/UTIL,Kemba Walker,True,7800
2019-10-25,CHI,G/PG/SG/UTIL,Coby White,False,4500
2019-10-25,NOR,G/PG/UTIL,Lonzo Ball,True,6000
2019-10-25,PHO,G/PG/SG/UTIL,Devin Booker,True,8400
2019-10-25,NYK,G/PG/SG/UTIL,RJ Barrett,True,5900
2019-10-25,CHA,G/PG/SG/UTIL,Devonte' Graham,False,4600
2019-10-25,PHO,G/PG/UTIL,Ricky Rubio,True,5600
2019-10-25,WAS,G/SG/UTIL,Bradley Beal,True,8600
2019-10-25,NYK,G/PG/SG/UTIL,Allonzo Trier,False,3400
2019-10-25,BKN,G/PG/SG/UTIL,Spencer Dinwiddie,False,4800
2019-10-25,MIN,G/PG/SG/UTIL,Shabazz Napier,False,3200
2019-10-25,CHA,G/PG/UTIL,Terry Rozier,True,6600
2019-10-25,NOR,G/PG/SG/UTIL,Jrue Holiday,True,8500
2019-10-25,DAL,G/PG/SG/UTIL,Jalen Brunson,True,3500
2019-10-25,POR,G/PG/SG/UTIL,C.J. McCollum,True,6200
2019-10-25,TOR,G/PG/SG/UTIL,Fred VanVleet,True,5700
2019-10-25,DEN,G/PG/SG/UTIL,Malik Beasley,False,3200
2019-10-25,MEM,G/PG/UTIL,Ja Morant,True,6400
2019-10-25,CHI,F/G/PG/SF/UTIL,Tomas Satoransky,True,4700
2019-10-25,CHI,G/PG/SG/UTIL,Kris Dunn,False,3400
2019-10-25,LAL,G/SG/UTIL,Troy Daniels,False,3000
2019-10-25,BKN,F/G/PG/SF/UTIL,Caris LeVert,True,6500
2019-10-25,LAL,G/PG/SG/UTIL,Avery Bradley,True,3500
2019-10-25,OKC,G/PG/SG/UTIL,Dennis Schroder,False,4800
2019-10-25,UTA,G/PG/UTIL,Mike Conley,True,6800
2019-10-25,WAS,F/G/PG/SF/UTIL,Isaac Bonga,True,3400
2019-10-25,POR,G/PG/SG/UTIL,Anfernee Simons,False,3400
2019-10-25,DEN,G/SG/UTIL,Gary Harris,True,4700
2019-10-25,BOS,G/PG/SG/UTIL,Marcus Smart,False,4500
2019-10-25,UTA,G/PG/UTIL,Emmanuel Mudiay,False,3500
2019-10-25,NYK,G/PG/UTIL,Elfrid Payton,True,4600
2019-10-25,MIN,G/PG/UTIL,Jeff Teague,True,5600
2019-10-25,NOR,G/PG/SG/UTIL,Nickeil Alexander-Walker,False,3400
2019-10-25,WAS,G/PG/UTIL,Ishmael Smith,True,4900
2019-10-25,CHA,G/PG/SG/UTIL,Cody Martin,False,3000
2019-10-25,NOR,G/PG/SG/UTIL,Frank Jackson,False,3100
2019-10-25,SAC,G/PG/SG/UTIL,Cory Joseph,False,3300
2019-10-25,DAL,G/PG/SG/UTIL,Seth Curry,False,3300
2019-10-25,MEM,G/PG/SG/UTIL,Grayson Allen,False,3200
2019-10-25,OKC,G/PG/UTIL,Chris Paul,True,7200
2019-10-25,MEM,G/PG/UTIL,Tyus Jones,False,3600
2019-10-25,BOS,G/PG/SG/UTIL,Brad Wanamaker,False,3000
2019-10-25,WAS,G/PG/UTIL,Chris Chiozza,False,3100
2019-10-25,PHO,G/PG/SG/UTIL,Jevon Carter,False,3300
2019-10-25,PHO,G/PG/SG/UTIL,Tyler Johnson,False,3600
2019-10-25,LAL,G/PG/UTIL,Quinn Cook,False,3000
2019-10-25,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3000
2019-10-25,CHA,G/PG/SG/UTIL,Malik Monk,False,4400
2019-10-25,NYK,G/PG/UTIL,Dennis Smith Jr.,False,4300
2019-10-25,CHI,F/G/PG/SF/UTIL,Shaquille Harrison,False,3000
2019-10-25,CHI,G/PG/SG/UTIL,Ryan Arcidiacono,False,3200
2019-10-25,LAL,G/PG/SG/UTIL,Alex Caruso,False,3100
2019-10-25,DEN,G/PG/UTIL,Monte Morris,False,3300
2019-10-25,LAL,G/PG/UTIL,Zach Norvell Jr.,False,3000
2019-10-25,BOS,G/SG/UTIL,Javonte Green,False,3000
2019-10-25,POR,G/SG/UTIL,Gary Trent Jr.,False,3000
2019-10-25,UTA,G/PG/UTIL,Nigel Williams-Goss,False,3000
2019-10-25,NYK,G/PG/SG/UTIL,Frank Ntilikina,False,3000
2019-10-25,BOS,G/PG/UTIL,Carsen Edwards,False,3300
2019-10-25,PHO,G/PG/SG/UTIL,Elie Okobo,False,3200
2019-10-25,MEM,G/PG/SG/UTIL,De'Anthony Melton,False,3000
2019-10-25,PHO,G/PG/UTIL,Jared Harper,False,3000
2019-10-25,WAS,G/PG/UTIL,Justin Robinson,False,3000
2019-10-25,DAL,G/PG/SG/UTIL,Jose Barea,False,3000
2019-10-25,WAS,G/PG/SG/UTIL,Jordan McRae,False,3300
2019-10-25,TOR,G/SG/UTIL,Matt Thomas,False,3100
2019-10-25,WAS,G/PG/UTIL,Isaiah Thomas,False,4000
2019-10-25,DAL,G/SG/UTIL,Antonius Cleveland,False,3000
2019-10-25,WAS,G/PG/UTIL,John Wall,False,3000
2019-10-25,LAL,G/PG/UTIL,Rajon Rondo,False,4900
2019-10-25,CHI,G/SG/UTIL,Max Strus,False,3000
2019-10-25,MEM,G/SG/UTIL,John Konchar,False,3000
2019-10-25,UTA,G/PG/UTIL,Justin Wright-Foreman,False,3000
2019-10-25,NOR,G/PG/UTIL,Josh Gray,False,3000
2019-10-25,PHO,G/PG/SG/UTIL,Jalen Lecque,False,3000
2019-10-25,NYK,G/SG/UTIL,Kadeem Allen,False,3000
2019-10-25,OKC,G/SG/UTIL,Devon Hall,False,3000
2019-10-25,DAL,G/SG/UTIL,Josh Reaves,False,3000
2019-10-25,MIN,G/PG/UTIL,Jordan McLaughlin,False,3000
2019-10-25,SAC,G/PG/SG/UTIL,Kyle Guy,False,3200
2019-10-25,CHI,G/SG/UTIL,Adam Mokoka,False,3000
2019-10-25,PHO,G/PG/UTIL,Ty Jerome,False,3100
2019-10-25,OKC,G/PG/UTIL,Luguentz Dort,False,3000
2019-10-25,UTA,G/PG/SG/UTIL,Dante Exum,False,3000
2019-10-25,MIN,G/PG/SG/UTIL,Jaylen Nowell,False,3000
2019-10-25,SAC,G/SG/UTIL,DaQuan Jeffries,False,3000
2019-10-25,TOR,G/PG/UTIL,Shamorie Ponds,False,3000
2019-10-25,NYK,F/G/PG/SF/UTIL,Ignas Brazdeikis,False,3000
2019-10-25,CHA,G/SG/UTIL,Kobi Simmons,False,3000
2019-10-25,BOS,G/PG/UTIL,Tremont Waters,False,3000
2019-10-25,BOS,F/PF/SF/UTIL,Jayson Tatum,True,6700
2019-10-25,BOS,F/G/SF/SG/UTIL,Jaylen Brown,True,5100
2019-10-25,NOR,F/PF/SF/UTIL,Brandon Ingram,True,7100
2019-10-25,PHO,F/PF/SF/UTIL,Kelly Oubre,True,5700
2019-10-25,NOR,F/G/SF/SG/UTIL,Josh Hart,False,3200
2019-10-25,POR,F/G/SF/SG/UTIL,Kent Bazemore,False,3700
2019-10-25,OKC,F/PF/SF/UTIL,Danilo Gallinari,True,7100
2019-10-25,WAS,F/PF/UTIL,Rui Hachimura,True,5000
2019-10-25,MEM,F/PF/SF/UTIL,Jae Crowder,True,4800
