date,team,position,name,starter,salary
2020-02-29,HOU,G/PG/UTIL,Russell Westbrook,True,10100
2020-02-29,MEM,G/PG/UTIL,Ja Morant,True,6200
2020-02-29,ATL,G/PG/UTIL,Trae Young,True,10300
2020-02-29,POR,G/PG/SG/UTIL,C.J. McCollum,True,9200
2020-02-29,BOS,G/PG/SG/UTIL,Marcus Smart,True,6500
2020-02-29,BKN,G/PG/SG/UTIL,Spencer Dinwiddie,True,7400
2020-02-29,LAL,F/G/PG/SF/UTIL,LeBron James,True,11100
2020-02-29,HOU,G/PG/SG/UTIL,James Harden,True,10900
2020-02-29,GSW,G/SG/UTIL,Damion Lee,True,5300
2020-02-29,MIA,G/PG/UTIL,Goran Dragic,False,5500
2020-02-29,IND,G/PG/UTIL,Malcolm Brogdon,True,7000
2020-02-29,BOS,G/SG/UTIL,Jaylen Brown,True,6900
2020-02-29,SAS,G/PG/UTIL,Dejounte Murray,True,5600
2020-02-29,IND,G/PG/SG/UTIL,Victor Oladipo,True,5800
2020-02-29,MEM,G/SG/UTIL,Dillon Brooks,True,5200
2020-02-29,PHO,G/PG/UTIL,Elie Okobo,False,3000
2020-02-29,MIA,G/PG/SG/UTIL,Kendrick Nunn,True,5700
2020-02-29,BKN,G/PG/SG/UTIL,Caris LeVert,True,8200
2020-02-29,CLE,G/PG/SG/UTIL,Collin Sexton,True,6200
2020-02-29,SAS,G/PG/SG/UTIL,Derrick White,False,4100
2020-02-29,PHO,G/PG/SG/UTIL,Devin Booker,True,8100
2020-02-29,ORL,G/PG/UTIL,D.J. Augustin,False,3100
2020-02-29,GSW,G/SG/UTIL,Mychal Mulder,False,3400
2020-02-29,PHO,G/PG/UTIL,Ricky Rubio,True,7300
2020-02-29,CLE,G/PG/UTIL,Darius Garland,True,4500
2020-02-29,MEM,G/PG/SG/UTIL,De'Anthony Melton,True,4500
2020-02-29,MEM,G/PG/UTIL,Tyus Jones,False,3200
2020-02-29,ORL,G/PG/SG/UTIL,Michael Carter-Williams,False,3400
2020-02-29,ORL,G/PG/SG/UTIL,Markelle Fultz,True,5600
2020-02-29,SAS,G/PG/SG/UTIL,Bryn Forbes,True,3200
2020-02-29,LAL,G/PG/SG/UTIL,Alex Caruso,True,3500
2020-02-29,POR,G/PG/SG/UTIL,Anfernee Simons,False,3400
2020-02-29,SAS,G/PG/SG/UTIL,Patty Mills,False,3200
2020-02-29,LAL,G/PG/SG/UTIL,Avery Bradley,True,3300
2020-02-29,LAL,G/PG/UTIL,Rajon Rondo,False,4200
2020-02-29,HOU,G/PG/SG/UTIL,Austin Rivers,False,3600
2020-02-29,ATL,G/PG/SG/UTIL,Jeff Teague,False,3600
2020-02-29,CLE,G/PG/UTIL,Matthew Dellavedova,False,3100
2020-02-29,IND,G/PG/UTIL,T.J. McConnell,False,3100
2020-02-29,IND,G/PG/SG/UTIL,Aaron Holiday,False,4200
2020-02-29,BOS,G/PG/SG/UTIL,Brad Wanamaker,False,3100
2020-02-29,LAL,G/SG/UTIL,Troy Daniels,False,3000
2020-02-29,PHO,G/PG/SG/UTIL,Ty Jerome,False,3000
2020-02-29,ATL,G/PG/UTIL,Brandon Goodwin,False,3000
2020-02-29,PHO,G/PG/SG/UTIL,Jevon Carter,False,3000
2020-02-29,LAL,G/PG/UTIL,Quinn Cook,False,3000
2020-02-29,BOS,G/PG/SG/UTIL,Javonte Green,False,3000
2020-02-29,BOS,G/PG/UTIL,Carsen Edwards,False,3000
2020-02-29,POR,G/PG/UTIL,Damian Lillard,False,9600
2020-02-29,GSW,G/PG/SG/UTIL,Jordan Poole,False,5000
2020-02-29,CLE,G/PG/SG/UTIL,Matthew Mooney,False,3000
2020-02-29,MIA,G/PG/UTIL,Gabe Vincent,False,3000
2020-02-29,GSW,F/G/PG/SF/UTIL,Draymond Green,False,6000
2020-02-29,BKN,G/PG/UTIL,Chris Chiozza,False,3000
2020-02-29,GSW,G/PG/UTIL,Ky Bowman,False,4300
2020-02-29,BKN,G/PG/SG/UTIL,Theo Pinson,False,3000
2020-02-29,BKN,G/PG/UTIL,Kyrie Irving,False,8700
2020-02-29,ORL,G/SG/UTIL,Melvin Frazier,False,3000
2020-02-29,HOU,G/PG/UTIL,Chris Clemons,False,3000
2020-02-29,MEM,G/PG/UTIL,Grayson Allen,False,3000
2020-02-29,POR,G/SG/UTIL,Rodney Hood,False,3000
2020-02-29,ATL,G/SG/UTIL,Charlie Brown,False,3000
2020-02-29,BOS,G/PG/UTIL,Kemba Walker,False,7500
2020-02-29,BKN,G/PG/SG/UTIL,Jeremiah Martin,False,3000
2020-02-29,IND,G/PG/SG/UTIL,Nazareth Mitrou-Long,False,3000
2020-02-29,PHO,G/PG/SG/UTIL,Jalen Lecque,False,3000
