date,team,position,name,starter,salary
2020-02-23,POR,G/PG/SG/UTIL,C.J. McCollum,True,8400
2020-02-23,WAS,G/SG/UTIL,Bradley Beal,True,9600
2020-02-23,NOR,G/PG/SG/UTIL,Jrue Holiday,True,7800
2020-02-23,TOR,G/PG/UTIL,Kyle Lowry,True,8300
2020-02-23,CHI,G/PG/SG/UTIL,Coby White,False,5200
2020-02-23,CHI,G/PG/UTIL,Tomas Satoransky,True,5300
2020-02-23,CHI,G/SG/UTIL,Zach LaVine,True,9100
2020-02-23,OKC,G/PG/SG/UTIL,Shai Gilgeous-Alexander,True,7100
2020-02-23,OKC,G/PG/UTIL,Chris Paul,True,8200
2020-02-23,GSW,G/PG/UTIL,Ky Bowman,False,3700
2020-02-23,MIN,G/PG/UTIL,Jordan McLaughlin,True,4300
2020-02-23,GSW,G/SG/UTIL,Damion Lee,True,5300
2020-02-23,DEN,G/PG/UTIL,Monte Morris,False,4700
2020-02-23,MIN,G/SG/UTIL,Malik Beasley,True,5800
2020-02-23,DEN,G/PG/UTIL,Jamal Murray,True,7700
2020-02-23,GSW,G/PG/SG/UTIL,Jordan Poole,True,4600
2020-02-23,NOR,G/PG/UTIL,Lonzo Ball,True,7300
2020-02-23,IND,G/PG/SG/UTIL,Aaron Holiday,True,3000
2020-02-23,WAS,G/PG/UTIL,Ishmael Smith,True,5000
2020-02-23,MIN,F/G/PG/SF/UTIL,Jarrett Culver,False,3200
2020-02-23,DET,G/PG/SG/UTIL,Langston Galloway,False,3600
2020-02-23,OKC,G/PG/SG/UTIL,Dennis Schroder,False,5700
2020-02-23,IND,G/PG/UTIL,Malcolm Brogdon,True,7000
2020-02-23,DET,G/PG/UTIL,Brandon Knight,False,3000
2020-02-23,DEN,G/SG/UTIL,Gary Harris,True,4200
2020-02-23,DET,F/G/PG/SF/UTIL,Bruce Brown,False,5600
2020-02-23,TOR,G/PG/SG/UTIL,Terence Davis,False,4100
2020-02-23,TOR,G/SG/UTIL,Matt Thomas,False,3000
2020-02-23,TOR,G/PG/SG/UTIL,Fred VanVleet,True,7600
2020-02-23,DET,G/PG/UTIL,Derrick Rose,True,5900
2020-02-23,SAS,G/PG/UTIL,Dejounte Murray,True,6000
2020-02-23,SAS,G/PG/SG/UTIL,Patty Mills,False,3100
2020-02-23,WAS,G/PG/SG/UTIL,Shabazz Napier,False,3900
