date,team,position,name,starter,salary
2020-03-05,HOU,G/PG/UTIL,Russell Westbrook,True,10000
2020-03-05,TOR,G/PG/UTIL,Kyle Lowry,True,8600
2020-03-05,GSW,G/PG/UTIL,Stephen Curry,True,8000
2020-03-05,SAC,G/PG/UTIL,De'Aaron Fox,True,8000
2020-03-05,CHA,G/PG/UTIL,Devonte' Graham,True,5800
2020-03-05,GSW,G/SG/UTIL,Damion Lee,True,5700
2020-03-05,PHI,G/PG/UTIL,Shake Milton,True,6500
2020-03-05,DEN,G/PG/SG/UTIL,Jamal Murray,True,6800
2020-03-05,HOU,G/PG/SG/UTIL,James Harden,True,10700
2020-03-05,DEN,G/SG/UTIL,Gary Harris,True,4400
2020-03-05,PHI,G/PG/SG/UTIL,Alec Burks,False,5000
2020-03-05,DEN,G/PG/UTIL,Monte Morris,False,4300
2020-03-05,CHA,G/PG/SG/UTIL,Terry Rozier,True,6200
2020-03-05,PHI,G/PG/UTIL,Raul Neto,False,3300
2020-03-05,TOR,G/PG/SG/UTIL,Terence Davis,False,3600
2020-03-05,LAC,G/PG/UTIL,Patrick Beverley,True,3600
2020-03-05,GSW,G/SG/UTIL,Mychal Mulder,False,4000
2020-03-05,LAC,G/PG/SG/UTIL,Louis Williams,False,5900
2020-03-05,HOU,G/PG/SG/UTIL,Austin Rivers,False,3200
2020-03-05,LAC,G/PG/UTIL,Reggie Jackson,False,4300
2020-03-05,TOR,F/G/PG/SF/UTIL,Patrick McCaw,False,3200
2020-03-05,SAC,G/PG/UTIL,Cory Joseph,False,3300
2020-03-05,GSW,G/PG/SG/UTIL,Jordan Poole,False,5000
2020-03-05,LAC,F/G/PG/SF/UTIL,Amir Coffey,False,3000
2020-03-05,TOR,G/SG/UTIL,Matt Thomas,False,3000
2020-03-05,CHA,G/PG/SG/UTIL,Joe Chealey,False,3200
2020-03-05,DEN,G/PG/UTIL,PJ Dozier,False,3000
2020-03-05,GSW,G/PG/SG/UTIL,Chasson Randle,False,3000
2020-03-05,CHA,G/PG/SG/UTIL,Malik Monk,False,5100
2020-03-05,GSW,G/PG/UTIL,Ky Bowman,False,3800
2020-03-05,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3000
2020-03-05,PHI,G/SG/UTIL,Josh Richardson,False,4900
2020-03-05,HOU,G/PG/UTIL,Chris Clemons,False,3000
2020-03-05,CHA,G/SG/UTIL,Dwayne Bacon,False,3000
2020-03-05,SAC,G/PG/UTIL,Kyle Guy,False,3000
2020-03-05,LAC,G/PG/SG/UTIL,Terance Mann,False,3000
2020-03-05,PHI,F/G/PG/SF/UTIL,Ben Simmons,False,8400
2020-03-05,TOR,G/SG/UTIL,Paul Watson,False,3000
2020-03-05,TOR,G/PG/SG/UTIL,Fred VanVleet,False,6500
2020-03-05,CHA,G/SG/UTIL,Kobi Simmons,False,3000
2020-03-05,HOU,G/PG/SG/UTIL,Michael Frazier,False,3000
2020-03-05,PHI,F/PF/SF/UTIL,Tobias Harris,True,7900
2020-03-05,TOR,F/G/SF/SG/UTIL,Norman Powell,True,6600
2020-03-05,LAC,F/SF/UTIL,Kawhi Leonard,True,9300
2020-03-05,GSW,F/G/SF/SG/UTIL,Andrew Wiggins,True,7800
2020-03-05,LAC,F/SF/UTIL,Paul George,True,7400
2020-03-05,TOR,F/PF/UTIL,Pascal Siakam,True,9100
2020-03-05,SAC,F/G/SF/SG/UTIL,Buddy Hield,False,5900
2020-03-05,GSW,F/PF/SF/UTIL,Eric Paschall,False,5800
2020-03-05,SAC,F/PF/SF/UTIL,Harrison Barnes,True,5300
2020-03-05,SAC,F/G/SF/SG/UTIL,Bogdan Bogdanovic,True,5500
2020-03-05,SAC,F/G/SF/SG/UTIL,Kent Bazemore,False,4800
2020-03-05,DEN,F/G/SF/SG/UTIL,Will Barton,True,5600
2020-03-05,CHA,F/PF/SF/UTIL,Miles Bridges,True,5700
2020-03-05,TOR,F/PF/SF/UTIL,OG Anunoby,True,6400
2020-03-05,HOU,F/PF/SF/UTIL,Danuel House,True,4000
2020-03-05,PHI,F/PF/UTIL,Mike Scott,True,3800
2020-03-05,LAC,F/PF/UTIL,JaMychal Green,False,3300
2020-03-05,CHA,F/G/SF/SG/UTIL,Cody Martin,False,4500
2020-03-05,DEN,F/PF/UTIL,Jerami Grant,False,4600
2020-03-05,LAC,F/PF/SF/UTIL,Marcus Morris,True,5000
