date,team,position,name,starter,salary
2019-11-26,DAL,G/PG/SG/UTIL,Luka Doncic,True,11400
2019-11-26,DEN,F/G/PG/SF/UTIL,Will Barton,True,6100
2019-11-26,LAC,G/PG/SG/UTIL,Louis Williams,False,6300
2019-11-26,WAS,G/PG/SG/UTIL,Jordan McRae,False,3600
2019-11-26,WAS,G/SG/UTIL,Bradley Beal,True,9300
2019-11-26,DEN,G/PG/SG/UTIL,Jamal Murray,True,7400
2019-11-26,DEN,G/PG/UTIL,Monte Morris,False,3300
2019-11-26,DEN,G/SG/UTIL,Gary Harris,True,4200
2019-11-26,DAL,G/PG/SG/UTIL,Jose Barea,False,3000
2019-11-26,DEN,G/PG/SG/UTIL,Malik Beasley,False,3000
2019-11-26,DAL,G/PG/SG/UTIL,Seth Curry,False,3300
2019-11-26,LAC,G/PG/SG/UTIL,Patrick Beverley,True,4700
2019-11-26,WAS,G/PG/UTIL,Ishmael Smith,False,4300
2019-11-26,DAL,G/PG/SG/UTIL,Jalen Brunson,False,3300
2019-11-26,DAL,G/PG/SG/UTIL,Delon Wright,False,4100
2019-11-26,LAC,G/SG/UTIL,Jerome Robinson,False,3100
2019-11-26,WAS,F/G/PG/SF/UTIL,Isaac Bonga,False,3000
2019-11-26,WAS,G/PG/UTIL,Isaiah Thomas,True,4600
2019-11-26,WAS,G/PG/UTIL,Chris Chiozza,False,3000
2019-11-26,LAC,F/G/PG/SF/UTIL,Amir Coffey,False,3000
2019-11-26,LAC,G/PG/UTIL,Derrick Walton Jr.,False,3000
2019-11-26,DAL,G/SG/UTIL,Antonius Cleveland,False,3000
2019-11-26,DAL,G/SG/UTIL,Josh Reaves,False,3000
2019-11-26,WAS,G/PG/UTIL,John Wall,False,3000
2019-11-26,WAS,G/PG/UTIL,Justin Robinson,False,3000
2019-11-26,LAC,F/PF/SF/UTIL,Paul George,True,8200
2019-11-26,LAC,F/G/SF/SG/UTIL,Kawhi Leonard,True,8800
2019-11-26,WAS,F/PF/SF/UTIL,Davis Bertans,False,5200
2019-11-26,WAS,F/G/SF/SG/UTIL,Troy Brown Jr.,True,3500
2019-11-26,LAC,F/PF/SF/UTIL,JaMychal Green,False,3400
2019-11-26,WAS,F/PF/UTIL,Rui Hachimura,True,4500
2019-11-26,DAL,F/G/SF/SG/UTIL,Tim Hardaway Jr.,True,5000
2019-11-26,LAC,F/PF/SF/UTIL,Maurice Harkless,True,3500
2019-11-26,DAL,F/PF/SF/UTIL,Dorian Finney-Smith,True,4400
2019-11-26,LAC,F/G/SF/SG/UTIL,Rodney McGruder,False,3000
2019-11-26,WAS,F/G/SF/SG/UTIL,C.J. Miles,False,3100
2019-11-26,DEN,F/PF/SF/UTIL,Juan Hernangomez,False,3100
2019-11-26,DAL,F/PF/SF/UTIL,Justin Jackson,False,3200
2019-11-26,LAC,F/G/SF/SG/UTIL,Terance Mann,False,3000
2019-11-26,DEN,F/PF/SF/UTIL,Michael Porter,False,3000
2019-11-26,DAL,F/G/SF/SG/UTIL,Courtney Lee,False,3100
2019-11-26,DEN,F/G/SF/SG/UTIL,Torrey Craig,False,3200
2019-11-26,DAL,F/G/SF/SG/UTIL,Ryan Broekhoff,False,3100
2019-11-26,DAL,F/PF/SF/UTIL,Isaiah Roby,False,3000
2019-11-26,DEN,F/G/SF/SG/UTIL,PJ Dozier,False,3000
2019-11-26,DEN,F/PF/SF/UTIL,Jarred Vanderbilt,False,3000
2019-11-26,WAS,F/PF/SF/UTIL,Admiral Schofield,False,3000
2019-11-26,DEN,F/SF/UTIL,Vlatko Cancar,False,3000
2019-11-26,WAS,F/G/SF/SG/UTIL,Garrison Mathews,False,3000
2019-11-26,LAC,F/G/SF/SG/UTIL,Landry Shamet,False,3100
2019-11-26,DEN,C/UTIL,Nikola Jokic,True,9800
2019-11-26,DAL,C/F/PF/UTIL,Kristaps Porzingis,True,6900
2019-11-26,WAS,C/F/PF/UTIL,Thomas Bryant,True,5800
2019-11-26,DEN,C/F/PF/UTIL,Jerami Grant,False,3700
2019-11-26,DEN,C/F/PF/UTIL,Mason Plumlee,False,3800
2019-11-26,LAC,C/F/PF/UTIL,Montrezl Harrell,False,6700
2019-11-26,WAS,C/F/PF/UTIL,Moritz Wagner,False,4500
2019-11-26,DAL,C/UTIL,Dwight Powell,True,4000
2019-11-26,LAC,C/UTIL,Ivica Zubac,True,3900
2019-11-26,DEN,C/F/PF/UTIL,Paul Millsap,True,5400
2019-11-26,DAL,C/F/PF/UTIL,Maxi Kleber,False,3700
2019-11-26,DAL,C/UTIL,Boban Marjanovic,False,3300
2019-11-26,LAC,C/F/PF/UTIL,Patrick Patterson,False,3000
2019-11-26,WAS,C/UTIL,Ian Mahinmi,False,3000
2019-11-26,LAC,C/F/PF/UTIL,Johnathan Motley,False,3000
2019-11-26,LAC,C/F/PF/UTIL,Mfiondu Kabengele,False,3000
2019-11-26,DEN,C/UTIL,Bol Bol,False,3000
