date,team,position,name,starter,salary
2019-12-09,HOU,G/PG/SG/UTIL,James Harden,True,12000
2019-12-09,HOU,G/PG/UTIL,Russell Westbrook,True,9600
2019-12-09,CHI,G/PG/SG/UTIL,Zach LaVine,True,7600
2019-12-09,PHO,G/PG/UTIL,Ricky Rubio,True,7000
2019-12-09,PHO,G/PG/SG/UTIL,Devin Booker,True,8500
2019-12-09,MEM,G/PG/UTIL,Ja Morant,True,6900
2019-12-09,GSW,G/PG/SG/UTIL,Alec Burks,False,5500
2019-12-09,LAC,G/PG/SG/UTIL,Patrick Beverley,True,5000
2019-12-09,BOS,G/PG/UTIL,Kemba Walker,True,8100
2019-12-09,NOR,G/PG/SG/UTIL,Jrue Holiday,True,7100
2019-12-09,OKC,G/PG/UTIL,Chris Paul,True,7200
2019-12-09,UTA,G/PG/SG/UTIL,Donovan Mitchell,True,7400
2019-12-09,DET,G/PG/SG/UTIL,Derrick Rose,False,5600
2019-12-09,OKC,G/PG/SG/UTIL,Shai Gilgeous-Alexander,True,6600
2019-12-09,CHI,G/PG/SG/UTIL,Tomas Satoransky,True,5500
2019-12-09,GSW,G/PG/SG/UTIL,D'Angelo Russell,True,7700
2019-12-09,OKC,G/PG/SG/UTIL,Dennis Schroder,False,6300
2019-12-09,SAC,G/PG/SG/UTIL,Cory Joseph,True,4200
2019-12-09,ORL,G/PG/SG/UTIL,Markelle Fultz,True,5400
2019-12-09,GSW,F/G/PG/SF/UTIL,Draymond Green,True,5800
2019-12-09,TOR,G/PG/UTIL,Kyle Lowry,True,6800
2019-12-09,MIL,G/PG/UTIL,Eric Bledsoe,True,6100
2019-12-09,MIN,G/PG/UTIL,Jeff Teague,False,6200
2019-12-09,IND,G/PG/SG/UTIL,Malcolm Brogdon,True,7300
2019-12-09,ORL,G/PG/UTIL,D.J. Augustin,False,5000
2019-12-09,MEM,G/PG/SG/UTIL,Tyus Jones,False,4700
2019-12-09,DET,G/PG/SG/UTIL,Langston Galloway,False,3600
2019-12-09,DET,G/PG/SG/UTIL,Bruce Brown,True,4200
2019-12-09,NOR,G/PG/UTIL,Lonzo Ball,False,5200
2019-12-09,MEM,G/PG/SG/UTIL,Grayson Allen,False,4000
2019-12-09,MEM,G/PG/SG/UTIL,De'Anthony Melton,False,5100
2019-12-09,MIL,F/G/PG/SF/UTIL,Donte DiVincenzo,False,4400
2019-12-09,LAC,G/PG/SG/UTIL,Louis Williams,False,6500
2019-12-09,CLE,G/PG/SG/UTIL,Collin Sexton,True,5300
2019-12-09,CHI,G/PG/SG/UTIL,Coby White,False,4400
2019-12-09,GSW,G/PG/UTIL,Ky Bowman,False,4600
2019-12-09,MIN,G/PG/SG/UTIL,Jarrett Culver,True,4800
2019-12-09,IND,G/PG/UTIL,T.J. McConnell,False,4100
2019-12-09,MIL,G/PG/SG/UTIL,George Hill,False,3900
2019-12-09,CLE,G/PG/UTIL,Darius Garland,True,4300
2019-12-09,IND,G/PG/SG/UTIL,Aaron Holiday,False,4100
2019-12-09,MIN,G/PG/SG/UTIL,Shabazz Napier,False,3100
2019-12-09,OKC,G/PG/UTIL,Luguentz Dort,False,3000
2019-12-09,UTA,G/PG/SG/UTIL,Dante Exum,False,3000
2019-12-09,CLE,G/PG/SG/UTIL,Matthew Dellavedova,False,3000
2019-12-09,ORL,G/PG/SG/UTIL,Michael Carter-Williams,False,3200
2019-12-09,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,4400
2019-12-09,CHI,F/G/PG/SF/UTIL,Kris Dunn,True,5100
2019-12-09,LAC,G/PG/UTIL,Derrick Walton Jr.,False,3000
2019-12-09,BOS,G/PG/SG/UTIL,Brad Wanamaker,False,3800
2019-12-09,UTA,G/PG/UTIL,Emmanuel Mudiay,False,4100
2019-12-09,LAC,G/SG/UTIL,Jerome Robinson,False,3100
2019-12-09,GSW,F/G/PG/SF/UTIL,Jacob Evans III,False,3000
