date,team,position,name,starter,salary
2019-11-24,BKN,G/PG/SG/UTIL,Spencer Dinwiddie,True,7700
2019-11-24,DEN,F/G/PG/SF/UTIL,Will Barton,True,5800
2019-11-24,DEN,G/PG/SG/UTIL,Jamal Murray,True,7300
2019-11-24,WAS,G/SG/UTIL,Bradley Beal,True,10200
2019-11-24,NOR,G/PG/SG/UTIL,Jrue Holiday,True,7900
2019-11-24,LAC,G/PG/SG/UTIL,Patrick Beverley,True,4800
2019-11-24,LAC,G/PG/SG/UTIL,Louis Williams,False,7000
2019-11-24,PHO,G/PG/SG/UTIL,Elie Okobo,False,3800
2019-11-24,WAS,G/PG/UTIL,Isaiah Thomas,True,4900
2019-11-24,SAC,G/PG/SG/UTIL,Cory Joseph,True,4900
2019-11-24,WAS,G/PG/SG/UTIL,Jordan McRae,False,3500
2019-11-24,NOR,G/PG/UTIL,Lonzo Ball,False,5000
2019-11-24,NYK,G/PG/UTIL,Dennis Smith Jr.,False,3600
2019-11-24,NYK,G/PG/SG/UTIL,Frank Ntilikina,True,4500
2019-11-24,DEN,G/PG/UTIL,Monte Morris,False,3300
2019-11-24,WAS,G/PG/UTIL,Ishmael Smith,False,4600
2019-11-24,PHO,G/PG/SG/UTIL,Devin Booker,True,8300
2019-11-24,DEN,G/SG/UTIL,Gary Harris,True,4100
2019-11-24,DEN,G/PG/SG/UTIL,Malik Beasley,False,3000
2019-11-24,PHO,G/PG/SG/UTIL,Tyler Johnson,True,4200
2019-11-24,LAC,G/SG/UTIL,Jerome Robinson,False,3100
2019-11-24,SAC,G/PG/SG/UTIL,Yogi Ferrell,False,3800
2019-11-24,PHO,G/PG/SG/UTIL,Jevon Carter,False,3700
2019-11-24,BKN,G/PG/SG/UTIL,Theo Pinson,False,3200
2019-11-24,NOR,G/PG/SG/UTIL,Nickeil Alexander-Walker,False,3500
2019-11-24,NOR,G/PG/SG/UTIL,Frank Jackson,False,3300
2019-11-24,WAS,F/G/PG/SF/UTIL,Isaac Bonga,False,3000
