,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,07/30/2020,06:30 (ET),UTA@NOP,New Orleans Pelicans,"Williamson, Zion",Questionable,Injury/Illness - N/a; Re-conditioning
1,,09:00 (ET),LAC@LAL,LA Clippers,"Beverley, Patrick",Questionable,Not With Team - Self Isolating
2,,,,,"Harrell, Montrezl",Out,Not With Team
3,,,,,"Williams, Lou",Out,Not With Team - Self Isolating
4,,,,Los Angeles Lakers,"Caldwell-Pope, Kentavious",Probable,Injury/Illness - Right Rib; Right rib contusion
5,,,,,"Davis, Anthony",Questionable,Injury/Illness - Right eye; Sore right eye
6,,,,,"James, LeBron",Probable,Injury/Illness - Right Groin; Sore right groin
7,,,,,"Kuzma, Kyle",Probable,Injury/Illness - Right ankle; Right ankle sprain
8,,,,,"Rondo, Rajon",Out,Injury/Illness - Right Thumb; Surgery - right thumb
9,07/31/2020,02:30 (ET),ORL@BKN,Brooklyn Nets,"Crawford, Jamal",Doubtful,Injury/Illness - N/a; Conditioning
10,,,,,"Kurucs, Rodions",Probable,Injury/Illness - Left Hip; Contusion
11,,,,Orlando Magic,"Iwundu, Wes",Questionable,Injury/Illness - Head; Concussion Protocol
12,,04:00 (ET),MEM@POR,Memphis Grizzlies,"Jones, Tyus",Out,Injury/Illness - Right Knee; Soreness
13,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
14,,,,Portland Trail Blazers,"Adams, Jaylen",Questionable,Injury/Illness - Back; Pain
15,,,PHX@WAS,Phoenix Suns,"Lecque, Jalen",Out,Not With Team
16,,,,,"Oubre Jr., Kelly",Out,Injury/Illness - Right Knee; Rehab
17,,,,Washington Wizards,"Mathews, Garrison",Out,Personal Reasons
18,,06:30 (ET),BOS@MIL,Milwaukee Bucks,"Bledsoe, Eric",Out,Injury/Illness - Body; Return to play conditioning
19,,,,,"Connaughton, Pat",Out,Injury/Illness - Body; Return to play conditioning
20,,,,,"Mason, Frank",Probable,Injury/Illness - Back; Soreness
21,,,,,"Williams, Marvin",Doubtful,Injury/Illness - Left Groin; Strain
22,,08:00 (ET),SAC@SAS,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
23,,,,,"Len, Alex",Out,Injury/Illness - -; Re-Conditioning
24,,,,San Antonio Spurs,,,NOT YET SUBMITTED
25,,09:00 (ET),HOU@DAL,Dallas Mavericks,"Lee, Courtney",Out,Injury/Illness - Left Calf; Injury
26,,,,,"Powell, Dwight",Out,Injury/Illness - Right Achilles; Surgery
0,,,,Houston Rockets,"Gordon, Eric",Out,Injury/Illness - Left Ankle; Sprain
