,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
26,,06:30 (ET),PHI@POR,Philadelphia 76ers,"Robinson III, Glenn",Questionable,Injury/Illness - Left Hip; Pointer
0,,,,,"Simmons, Ben",Out,Injury/Illness - Left Knee; Patella subluxation
1,,,,Portland Trail Blazers,,,NOT YET SUBMITTED
2,,08:00 (ET),HOU@SAC,Houston Rockets,"Caboclo, Bruno",Out,Injury/Illness - Right Ankle; Sprain
3,,,,,"Gordon, Eric",Out,Injury/Illness - Left Ankle; Sprain
4,,,,,"Westbrook, Russell",Out,Injury/Illness - Right Quad; Contusion
5,,,,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
6,,,,,"Bazemore, Kent",Questionable,Injury/Illness - Left Calf; Soreness
7,,,,,"Holmes, Richaun",Out,Injury/Illness - Right Hip; Soreness
8,,09:00 (ET),BKN@LAC,Brooklyn Nets,"Allen, Jarrett",Doubtful,Injury/Illness - Left Ankle; Sprain
9,,,,,"Crawford, Jamal",Out,Injury/Illness - Left Hamstring; Strain
10,,,,,"Harris, Joe",Doubtful,Injury/Illness - Left Groin; Contusion
11,,,,,"LeVert, Caris",Doubtful,Rest
12,,,,LA Clippers,,,NOT YET SUBMITTED
