,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,08/10/2020,02:30 (ET),OKC@PHX,Oklahoma City Thunder,"Adams, Steven",Out,Injury/Illness - Left Lower Leg; Contusion
1,,,,,"Gallinari, Danilo",Out,Injury/Illness - Left Ankle; Injury Maintenance
2,,,,,"Gilgeous-Alexander, Shai",Out,Injury/Illness - Right Calf; Contusion
3,,,,,"Noel, Nerlens",Out,Injury/Illness - Right Ankle; Sprain
4,,,,,"Schroder, Dennis",Out,Personal Reasons
5,,,,Phoenix Suns,"Baynes, Aron",Out,Injury/Illness - Right Knee; Bone Contusion
6,,,,,"Okobo, Elie",Out,Injury/Illness - Right Ankle; Sprain
7,,,,,"Oubre Jr., Kelly",Doubtful,Injury/Illness - Right Knee; Rehab
8,,03:00 (ET),DAL@UTA,Dallas Mavericks,"Curry, Seth",Probable,Injury/Illness - Right Leg; Soreness
9,,,,,"Doncic, Luka",Out,Injury/Illness - Right Ankle; Injury Recovery
10,,,,,"Finney-Smith, Dorian",Out,Injury/Illness - Left Hip; Strain
11,,,,,"Lee, Courtney",Out,Injury/Illness - Left Calf; Injury
12,,,,,"Porzingis, Kristaps",Out,Injury/Illness - Left Knee; Injury Recovery
13,,,,,"Powell, Dwight",Out,Injury/Illness - Right Achilles; Surgery
14,,,,Utah Jazz,"Mitchell, Donovan",Questionable,Injury/Illness - Left Lower Leg; Peroneal strain
15,,,,,"Morgan, Juwan",Probable,Injury/Illness - Right Knee; Soreness
16,,,,,"Williams-Goss, Nigel",Out,Injury/Illness - Left Ankle; Sprain
17,,06:30 (ET),TOR@MIL,Milwaukee Bucks,"Antetokounmpo, Giannis",Probable,Injury/Illness - Tooth; Toothache
18,,,,Toronto Raptors,,,NOT YET SUBMITTED
19,,08:00 (ET),IND@MIA,Indiana Pacers,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn Left ACL
20,,,,,"Sabonis, Domantas",Out,Injury/Illness - Left Foot; Left Foot Plantar Fasciitis
21,,,,,"Warren, T.J.",Questionable,Injury/Illness - Right Foot; Sore Right Foot
22,,,,Miami Heat,"Butler, Jimmy",Questionable,Injury/Illness - Right Foot; Soreness
23,,,,,"Dragic, Goran",Questionable,Injury/Illness - Left Ankle; Sprain
24,,,,,"Nunn, Kendrick",Out,Not With Team - Self Isolating
25,,,,,"Okpala, KZ",Out,Personal Reasons
26,,09:00 (ET),DEN@LAL,Denver Nuggets,"Barton, Will",Out,Injury/Illness - Right Knee; Soreness
0,,,,,"Cancar, Vlatko",Out,Injury/Illness - Left Foot; Fracture
1,,,,,"Harris, Gary",Out,Injury/Illness - Right Hip; Muscle strain
2,,,,Los Angeles Lakers,"Caldwell-Pope, Kentavious",Out,Injury/Illness - Right foot; Right foot contusion
3,,,,,"Caruso, Alex",Probable,Injury/Illness - Left Neck; Left neck muscle spasms
4,,,,,"Davis, Anthony",Probable,Injury/Illness - Right Ankle; Sprained right ankle
5,,,,,"Green, Danny",Probable,Injury/Illness - Right Hip; Sore right hip
6,,,,,"Howard, Dwight",Probable,Injury/Illness - Right Knee; Sore right knee
7,,,,,"James, LeBron",Probable,Injury/Illness - Right Groin; Sore right groin
8,,,,,"Morris, Markieff",Probable,Injury/Illness - Left Hip; Left hip contusion
9,,,,,"Rondo, Rajon",Out,"Injury/Illness - Right Thumb; Surgery, right thumb"
10,08/11/2020,01:00 (ET),BKN@ORL,Brooklyn Nets,,,NOT YET SUBMITTED
11,,,,Orlando Magic,,,NOT YET SUBMITTED
12,,02:00 (ET),HOU@SAS,Houston Rockets,,,NOT YET SUBMITTED
13,,,,San Antonio Spurs,,,NOT YET SUBMITTED
14,,04:30 (ET),PHX@PHI,Philadelphia 76ers,,,NOT YET SUBMITTED
15,,,,Phoenix Suns,,,NOT YET SUBMITTED
16,,05:00 (ET),BOS@MEM,Boston Celtics,,,NOT YET SUBMITTED
17,,,,Memphis Grizzlies,,,NOT YET SUBMITTED
18,,06:30 (ET),POR@DAL,Dallas Mavericks,,,NOT YET SUBMITTED
19,,,,Portland Trail Blazers,,,NOT YET SUBMITTED
20,,09:00 (ET),MIL@WAS,Milwaukee Bucks,,,NOT YET SUBMITTED
21,,,,Washington Wizards,,,NOT YET SUBMITTED
22,,,NOP@SAC,New Orleans Pelicans,,,NOT YET SUBMITTED
23,,,,Sacramento Kings,,,NOT YET SUBMITTED
