,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,08/12/2020,04:00 (ET),IND@HOU,Houston Rockets,"House Jr., Danuel",Out,Injury/Illness - Left Toe; Sprain
1,,,,,"Westbrook, Russell",Out,Rest
2,,,,Indiana Pacers,"Brogdon, Malcolm",Out,Injury/Illness - Neck; Sore Neck
3,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn Left ACL
4,,,,,"Oladipo, Victor",Available,Injury/Illness - Left Ankle; Sore Left Ankle
5,,,,,"Sabonis, Domantas",Out,Injury/Illness - Left Foot; Left Foot Plantar Fasciitis
6,,,,,"Turner, Myles",Available,Injury/Illness - Neck; Sore Neck
7,,,,,"Warren, T.J.",Out,Injury/Illness - Right Foot; Sore Right Foot
8,,06:30 (ET),TOR@PHI,Philadelphia 76ers,"Burks, Alec",Out,Injury/Illness - Left N/a; Foot soreness
9,,,,,"Simmons, Ben",Out,Injury/Illness - Left Knee; Surgery
10,,,,Toronto Raptors,"Anunoby, OG",Out,Injury/Illness - Right Knee; Soreness
11,,,,,"Brissett, Oshae",Out,Injury/Illness - Right Knee; Soreness
12,,,,,"Ibaka, Serge",Out,Injury/Illness - Right Knee; Contusion
13,,,,,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Soreness
14,,08:00 (ET),MIA@OKC,Miami Heat,"Nunn, Kendrick",Out,Injury/Illness - throat; sore
15,,,,,"Okpala, KZ",Out,Personal Reasons
16,,,,,"Olynyk, Kelly",Probable,Injury/Illness - Right Thumb; Bruised
17,,,,Oklahoma City Thunder,"Adams, Steven",Questionable,Injury/Illness - Left Lower Leg; Contusion
18,,,,,"Noel, Nerlens",Questionable,Injury/Illness - Right Ankle; Sprain
19,,,,,"Schroder, Dennis",Out,Not With Team - Self Isolating
20,,09:00 (ET),LAC@DEN,Denver Nuggets,"Barton, Will",Out,Injury/Illness - Right Knee; Soreness
21,,,,,"Cancar, Vlatko",Out,Injury/Illness - Left Foot; Fracture
22,,,,,"Grant, Jerami",Questionable,Injury/Illness - Right Knee; Soreness
23,,,,,"Harris, Gary",Out,Injury/Illness - Right Hip; Muscle Strain
24,,,,LA Clippers,"Beverley, Patrick",Out,Injury/Illness - Left Calf; Strain
25,,,,,"Harrell, Montrezl",Out,Not With Team - Self Isolating
26,,,,,"Shamet, Landry",Out,Injury/Illness - Left Foot; Sprain
0,08/13/2020,12:00 (ET),WAS@BOS,Boston Celtics,"Brown, Jaylen",Out,Rest
1,,,,,"Hayward, Gordon",Out,Rest
2,,,,,"Smart, Marcus",Out,Rest
3,,,,,"Tatum, Jayson",Out,Injury/Illness - Left Ankle; Sprain
4,,,,,"Theis, Daniel",Out,Injury/Illness - Right Foot; Soreness
5,,,,,"Walker, Kemba",Out,Injury/Illness - Left Knee; Rehab
6,,,,Washington Wizards,"Mathews, Garrison",Out,Not With Team
7,,,,,"Napier, Shabazz",Available,-
8,,01:30 (ET),SAC@LAL,Los Angeles Lakers,"Caldwell-Pope, Kentavious",Out,Injury/Illness - Right Foot; Right foot contusion
9,,,,,"Caruso, Alex",Out,Injury/Illness - Right neck; neck muscle spasms
10,,,,,"Davis, Anthony",Questionable,Injury/Illness - Right Knee; Sore knee
11,,,,,"James, LeBron",Probable,Injury/Illness - Right Groin; Sore right groin
12,,,,,"Rondo, Rajon",Out,"Injury/Illness - Right thumb; Surgery, right thumb"
13,,,,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
14,,,,,"Bazemore, Kent",Out,Injury/Illness - Left Calf; Soreness
15,,,,,"Fox, De'Aaron",Out,Injury/Illness - Left Shoulder; Soreness
16,,,,,"Holmes, Richaun",Out,Injury/Illness - Right Hip; Soreness
17,,04:00 (ET),DAL@PHX,Dallas Mavericks,"Curry, Seth",Questionable,Injury/Illness - Right Leg; Soreness
18,,,,,"Finney-Smith, Dorian",Probable,Injury/Illness - Left Hip; Strain
19,,,,,"Kleber, Maxi",Probable,Injury/Illness - Right Knee; Contusion
20,,,,,"Lee, Courtney",Out,Injury/Illness - Left Calf; Injury
21,,,,,"Porzingis, Kristaps",Questionable,Injury/Illness - Left Heel; Contusion
22,,,,,"Powell, Dwight",Out,Injury/Illness - Right Achilles; Surgery
23,,,,Phoenix Suns,"Johnson, Cameron",Probable,Injury/Illness - Left Patella; Tendinopathy
24,,,,,"Oubre Jr., Kelly",Doubtful,Injury/Illness - Right Knee; Rehab
25,,,MIL@MEM,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus Tear
26,,,,,"Jones, Tyus",Out,Injury/Illness - Right Knee; Soreness
0,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
1,,,,Milwaukee Bucks,"Ilyasova, Ersan",Questionable,Injury/Illness - Right Elbow; Sprain
2,,,,,"Matthews, Wesley",Out,Injury/Illness - Right Adductor; Soreness
3,,06:30 (ET),SAS@UTA,San Antonio Spurs,"Forbes, Bryn",Out,Injury/Illness - Right Quad; tightness
4,,,,,"Lyles, Trey",Out,"Injury/Illness - "" ""; Appendectomy"
5,,,,,"Zeller, Tyler",Out,Injury/Illness - Right Knee; bone contusion
6,,,,Utah Jazz,"Conley, Mike",Out,Injury/Illness - Right Knee; Soreness
7,,,,,"Gobert, Rudy",Out,Injury/Illness - Lower Back; Soreness
8,,,,,"Mudiay, Emmanuel",Questionable,Injury/Illness - Left Knee; Soreness
9,,09:00 (ET),NOP@ORL,New Orleans Pelicans,"Hart, Josh",Questionable,Injury/Illness - Right Knee; Soreness
10,,,,,"Holiday, Jrue",Out,Injury/Illness - Right Elbow; Contusion
11,,,,,"Ingram, Brandon",Out,Injury/Illness - Right Knee; Soreness
12,,,,,"Williamson, Zion",Out,Injury/Illness - Right Knee; Soreness
13,,,,Orlando Magic,"Carter-Williams, Michael",Out,Injury/Illness - Left Foot; Strained Tendon
14,,,,,"Fournier, Evan",Out,Injury/Illness - N/a; Non-Covid Illness
15,,,,,"Gordon, Aaron",Out,Injury/Illness - Left Hamstring; Strain
16,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Torn ACL
17,,,,,"Ross, Terrence",Out,Not With Team - Self Isolating
18,,,POR@BKN,Brooklyn Nets,"Chiozza, Chris",Questionable,Injury/Illness - Right Adductor; Tightness
19,,,,,"Crawford, Jamal",Out,Injury/Illness - Left Hamstring; Strain
20,,,,,"Hall, Donta",Questionable,Injury/Illness - Right Ankle; Sprain
