slug,name,team,location,opponent,date_played,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,total_points_scored,total_rebounds,assists,steals,blocks,turnovers,double_double_flag,triple_double_flag,draftkings_points
jamesle01,LeBron James,Team.MIAMI_HEAT,Location.AWAY,Team.ATLANTA_HAWKS,2011-04-11,Outcome.WIN,2559,10,21,2,4,12,14,34,10,7,3,0,7,1,0,62.0
westbru01,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,2011-04-11,Outcome.WIN,2208,12,22,0,2,6,7,30,6,9,2,1,5,0,0,54.5
stuckro01,Rodney Stuckey,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,2011-04-11,Outcome.LOSS,2692,8,14,0,1,13,13,29,2,14,0,0,2,1,0,53.0
dudleja01,Jared Dudley,Team.PHOENIX_SUNS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2011-04-11,Outcome.WIN,2300,10,15,5,5,1,4,26,8,3,5,0,0,0,0,53.0
howardw01,Dwight Howard,Team.ORLANDO_MAGIC,Location.AWAY,Team.PHILADELPHIA_76ERS,2011-04-11,Outcome.WIN,2055,6,13,0,1,7,9,19,13,4,2,3,4,1,0,50.75
greenje02,Jeff Green,Team.BOSTON_CELTICS,Location.AWAY,Team.WASHINGTON_WIZARDS,2011-04-11,Outcome.LOSS,2823,8,20,0,0,4,5,20,15,4,2,0,1,1,0,49.75
thornma01,Marcus Thornton,Team.SACRAMENTO_KINGS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,2011-04-11,Outcome.LOSS,2622,8,23,1,8,4,4,21,9,4,6,0,3,0,0,49.25
couside01,DeMarcus Cousins,Team.SACRAMENTO_KINGS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,2011-04-11,Outcome.LOSS,2085,6,13,0,1,18,21,30,9,1,3,1,4,0,0,48.75
duranke01,Kevin Durant,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,2011-04-11,Outcome.WIN,2394,8,16,1,3,15,17,32,8,2,2,1,7,0,0,48.0
dragigo01,Goran Dragić,Team.HOUSTON_ROCKETS,Location.HOME,Team.DALLAS_MAVERICKS,2011-04-11,Outcome.LOSS,3180,6,16,2,6,1,2,15,10,7,4,0,1,1,0,48.0
ridnolu01,Luke Ridnour,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.PHOENIX_SUNS,2011-04-11,Outcome.LOSS,2896,10,13,1,1,0,0,21,9,9,1,1,5,0,0,47.75
udrihbe01,Beno Udrih,Team.SACRAMENTO_KINGS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,2011-04-11,Outcome.LOSS,2558,8,15,0,3,5,5,21,7,7,4,0,2,0,0,47.25
nowitdi01,Dirk Nowitzki,Team.DALLAS_MAVERICKS,Location.AWAY,Team.HOUSTON_ROCKETS,2011-04-11,Outcome.WIN,2370,8,22,0,1,7,8,23,12,3,2,0,2,1,0,47.0
anderry01,Ryan Anderson,Team.ORLANDO_MAGIC,Location.AWAY,Team.PHILADELPHIA_76ERS,2011-04-11,Outcome.WIN,1333,7,11,3,5,1,2,18,14,1,2,1,1,1,0,45.5
anderch01,Chris Andersen,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,1338,6,10,0,0,2,5,14,12,2,2,4,0,1,0,45.5
randoan01,Anthony Randolph,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.PHOENIX_SUNS,2011-04-11,Outcome.LOSS,2008,10,20,0,0,4,5,24,10,3,2,0,3,1,0,45.0
goodedr01,Drew Gooden,Team.MILWAUKEE_BUCKS,Location.HOME,Team.TORONTO_RAPTORS,2011-04-11,Outcome.WIN,2210,6,14,0,0,7,7,19,11,5,0,2,2,1,0,44.75
fryech01,Channing Frye,Team.PHOENIX_SUNS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2011-04-11,Outcome.WIN,2539,12,18,9,14,0,0,33,4,1,0,0,0,0,0,44.0
onealje01,Jermaine O'Neal,Team.BOSTON_CELTICS,Location.AWAY,Team.WASHINGTON_WIZARDS,2011-04-11,Outcome.LOSS,2214,6,15,0,0,3,7,15,13,1,0,5,2,1,0,43.25
walljo01,John Wall,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,2011-04-11,Outcome.WIN,2787,5,17,0,0,14,15,24,9,3,1,1,1,0,0,43.25
wadedw01,Dwyane Wade,Team.MIAMI_HEAT,Location.AWAY,Team.ATLANTA_HAWKS,2011-04-11,Outcome.WIN,2233,9,15,0,2,3,3,21,5,6,1,3,3,0,0,42.75
jennibr01,Brandon Jennings,Team.MILWAUKEE_BUCKS,Location.HOME,Team.TORONTO_RAPTORS,2011-04-11,Outcome.WIN,2363,7,16,1,3,6,6,21,6,3,4,1,2,0,0,42.5
dorsejo01,Joey Dorsey,Team.TORONTO_RAPTORS,Location.AWAY,Team.MILWAUKEE_BUCKS,2011-04-11,Outcome.LOSS,1963,3,12,0,0,4,6,10,20,2,1,1,3,1,0,42.0
hillgr01,Grant Hill,Team.PHOENIX_SUNS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2011-04-11,Outcome.WIN,2068,8,16,1,5,4,4,21,4,8,1,1,2,0,0,41.5
tollian01,Anthony Tolliver,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.PHOENIX_SUNS,2011-04-11,Outcome.LOSS,2631,8,12,0,0,6,8,22,10,4,0,0,1,1,0,41.5
lopezbr01,Brook Lopez,Team.NEW_JERSEY_NETS,Location.HOME,Team.CHARLOTTE_BOBCATS,2011-04-11,Outcome.LOSS,2474,12,23,0,0,7,8,31,3,4,1,0,3,0,0,41.25
augusdj01,D.J. Augustin,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.NEW_JERSEY_NETS,2011-04-11,Outcome.WIN,2025,8,17,1,5,2,2,19,4,11,0,0,3,1,0,41.0
bayleje01,Jerryd Bayless,Team.TORONTO_RAPTORS,Location.AWAY,Team.MILWAUKEE_BUCKS,2011-04-11,Outcome.LOSS,2573,7,20,2,7,4,6,20,4,5,4,1,6,0,0,40.5
wrighdo01,Dorell Wright,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.DENVER_NUGGETS,2011-04-11,Outcome.LOSS,2255,8,23,4,11,7,7,27,5,1,2,0,1,0,0,40.25
curryst01,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.DENVER_NUGGETS,2011-04-11,Outcome.LOSS,2132,10,13,3,4,4,4,27,5,5,0,0,5,0,0,39.75
hicksjj01,J.J. Hickson,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,2011-04-11,Outcome.WIN,1915,8,16,0,0,4,7,20,11,2,1,0,1,1,0,39.75
beaslmi01,Michael Beasley,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.PHOENIX_SUNS,2011-04-11,Outcome.LOSS,2399,11,20,2,6,2,3,26,6,2,0,1,1,0,0,39.0
farmajo01,Jordan Farmar,Team.NEW_JERSEY_NETS,Location.HOME,Team.CHARLOTTE_BOBCATS,2011-04-11,Outcome.LOSS,2026,8,12,0,1,4,4,20,3,9,1,0,1,0,0,38.75
brandel01,Elton Brand,Team.PHILADELPHIA_76ERS,Location.HOME,Team.ORLANDO_MAGIC,2011-04-11,Outcome.LOSS,2250,9,15,0,0,4,4,22,5,3,2,1,0,0,0,38.75
holidjr01,Jrue Holiday,Team.PHILADELPHIA_76ERS,Location.HOME,Team.ORLANDO_MAGIC,2011-04-11,Outcome.LOSS,2300,7,16,1,2,0,0,15,4,11,0,1,4,1,0,38.5
nelsoja01,Jameer Nelson,Team.ORLANDO_MAGIC,Location.AWAY,Team.PHILADELPHIA_76ERS,2011-04-11,Outcome.WIN,1983,6,13,5,8,2,2,19,3,7,2,0,5,0,0,37.25
smithjr01,J.R. Smith,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,1845,6,17,4,9,6,8,22,5,3,0,1,0,0,0,36.75
mcgeeja01,JaVale McGee,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,2011-04-11,Outcome.WIN,1783,4,12,0,0,5,6,13,9,1,1,5,2,0,0,36.75
feltora01,Raymond Felton,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,2017,5,7,3,4,2,4,15,2,10,1,0,2,1,0,36.5
salmojo01,John Salmons,Team.MILWAUKEE_BUCKS,Location.HOME,Team.TORONTO_RAPTORS,2011-04-11,Outcome.WIN,2150,9,14,1,1,5,7,24,7,2,1,0,4,0,0,36.25
martike02,Kevin Martin,Team.HOUSTON_ROCKETS,Location.HOME,Team.DALLAS_MAVERICKS,2011-04-11,Outcome.LOSS,2786,10,24,3,7,5,6,28,4,2,1,0,7,0,0,36.0
hayesch01,Chuck Hayes,Team.HOUSTON_ROCKETS,Location.HOME,Team.DALLAS_MAVERICKS,2011-04-11,Outcome.LOSS,2468,5,12,0,0,0,0,10,12,4,1,1,1,1,0,36.0
sessira01,Ramon Sessions,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,2011-04-11,Outcome.WIN,1720,6,13,0,0,5,5,17,4,9,0,0,0,0,0,35.5
ibakase01,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,2011-04-11,Outcome.WIN,1879,5,9,0,0,4,5,14,8,0,0,6,2,0,0,35.0
nashst01,Steve Nash,Team.PHOENIX_SUNS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2011-04-11,Outcome.WIN,2074,2,4,1,1,3,3,8,1,16,1,0,2,0,0,34.75
lawsoty01,Ty Lawson,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,2215,6,10,1,4,1,2,14,6,9,0,0,2,0,0,34.5
davisgl01,Glen Davis,Team.BOSTON_CELTICS,Location.AWAY,Team.WASHINGTON_WIZARDS,2011-04-11,Outcome.LOSS,2396,6,13,0,0,8,8,20,3,4,2,1,3,0,0,34.25
milescj01,C.J. Miles,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_HORNETS,2011-04-11,Outcome.WIN,2018,6,9,3,5,3,4,18,5,5,1,0,2,0,0,34.25
cunnida01,Dante Cunningham,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.NEW_JERSEY_NETS,2011-04-11,Outcome.WIN,2073,10,16,0,0,1,1,21,4,3,1,1,1,0,0,34.0
diawbo01,Boris Diaw,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.NEW_JERSEY_NETS,2011-04-11,Outcome.WIN,2393,8,11,2,5,2,2,20,2,6,0,1,1,0,0,34.0
paulch01,Chris Paul,Team.NEW_ORLEANS_HORNETS,Location.HOME,Team.UTAH_JAZZ,2011-04-11,Outcome.LOSS,2111,6,13,0,1,3,4,15,5,5,3,0,2,0,0,33.75
millspa01,Paul Millsap,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_HORNETS,2011-04-11,Outcome.WIN,2017,8,13,0,0,0,1,16,6,3,2,1,1,0,0,33.5
mariosh01,Shawn Marion,Team.DALLAS_MAVERICKS,Location.AWAY,Team.HOUSTON_ROCKETS,2011-04-11,Outcome.WIN,2262,10,14,0,0,1,1,21,4,4,1,0,3,0,0,32.5
davised01,Ed Davis,Team.TORONTO_RAPTORS,Location.AWAY,Team.MILWAUKEE_BUCKS,2011-04-11,Outcome.LOSS,2395,6,11,0,0,3,5,15,11,2,0,0,3,1,0,31.75
koufoko01,Kosta Koufos,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,1124,6,8,0,0,6,7,18,9,0,1,0,0,0,0,31.25
leeco01,Courtney Lee,Team.HOUSTON_ROCKETS,Location.HOME,Team.DALLAS_MAVERICKS,2011-04-11,Outcome.LOSS,2078,4,12,1,4,3,3,12,8,3,3,0,4,0,0,31.0
vujacsa01,Sasha Vujačić,Team.NEW_JERSEY_NETS,Location.HOME,Team.CHARLOTTE_BOBCATS,2011-04-11,Outcome.LOSS,2290,7,13,3,5,2,2,19,3,3,1,0,0,0,0,30.75
smithjo03,Josh Smith,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1434,8,13,1,1,0,3,17,6,3,1,0,2,0,0,30.5
gibsoda01,Daniel Gibson,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,2011-04-11,Outcome.WIN,1542,4,10,4,7,5,5,17,2,2,3,0,0,0,0,30.5
millebr01,Brad Miller,Team.HOUSTON_ROCKETS,Location.HOME,Team.DALLAS_MAVERICKS,2011-04-11,Outcome.LOSS,1773,5,13,2,5,0,0,12,8,3,2,0,2,0,0,30.5
westde01,Delonte West,Team.BOSTON_CELTICS,Location.AWAY,Team.WASHINGTON_WIZARDS,2011-04-11,Outcome.LOSS,1376,4,9,1,1,2,2,11,5,5,1,2,2,0,0,30.25
terryja01,Jason Terry,Team.DALLAS_MAVERICKS,Location.AWAY,Team.HOUSTON_ROCKETS,2011-04-11,Outcome.WIN,2185,9,15,0,1,3,4,21,3,4,1,0,6,0,0,29.75
jeffeal01,Al Jefferson,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_HORNETS,2011-04-11,Outcome.WIN,1676,4,10,0,0,0,0,8,6,5,1,2,0,0,0,29.0
richaja01,Jason Richardson,Team.ORLANDO_MAGIC,Location.AWAY,Team.PHILADELPHIA_76ERS,2011-04-11,Outcome.WIN,1842,5,11,2,5,0,2,12,2,5,3,0,0,0,0,29.0
crawfjo02,Jordan Crawford,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,2011-04-11,Outcome.WIN,2755,8,19,1,2,0,0,17,2,6,1,0,5,0,0,28.5
martike01,Kenyon Martin,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,1892,6,13,0,0,2,2,14,7,2,1,1,3,0,0,28.25
hardeja01,James Harden,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,2011-04-11,Outcome.WIN,1447,3,7,1,3,5,5,12,6,2,3,0,2,0,0,28.0
monrogr01,Greg Monroe,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,2011-04-11,Outcome.LOSS,1633,5,6,0,0,0,0,10,10,0,0,2,0,1,0,28.0
boshch01,Chris Bosh,Team.MIAMI_HEAT,Location.AWAY,Team.ATLANTA_HAWKS,2011-04-11,Outcome.WIN,1835,7,10,0,0,1,1,15,9,2,0,0,3,0,0,27.75
harride01,Devin Harris,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_HORNETS,2011-04-11,Outcome.WIN,2183,6,13,2,6,4,4,18,2,5,0,0,3,0,0,27.5
blatcan01,Andray Blatche,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,2011-04-11,Outcome.WIN,1720,7,12,0,0,2,4,16,2,0,1,4,3,0,0,27.0
willire02,Reggie Williams,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.DENVER_NUGGETS,2011-04-11,Outcome.LOSS,2129,7,16,3,4,0,0,17,3,3,0,0,1,0,0,26.25
udohek01,Ekpe Udoh,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.DENVER_NUGGETS,2011-04-11,Outcome.LOSS,1940,3,5,0,0,2,4,8,4,1,0,6,1,0,0,26.0
chandty01,Tyson Chandler,Team.DALLAS_MAVERICKS,Location.AWAY,Team.HOUSTON_ROCKETS,2011-04-11,Outcome.WIN,2109,3,4,0,0,2,2,8,12,0,0,2,2,0,0,26.0
gortama01,Marcin Gortat,Team.PHOENIX_SUNS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2011-04-11,Outcome.WIN,2180,7,11,0,0,3,3,17,8,1,0,0,5,0,0,26.0
holliry01,Ryan Hollins,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,2011-04-11,Outcome.WIN,1400,5,5,0,0,2,3,12,5,1,1,2,1,0,0,25.25
forbega01,Gary Forbes,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,1881,7,15,1,4,0,0,15,4,3,0,0,0,0,0,25.0
geeal01,Alonzo Gee,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,2011-04-11,Outcome.WIN,1809,6,8,0,0,4,5,16,2,2,1,1,1,0,0,25.0
derozde01,DeMar DeRozan,Team.TORONTO_RAPTORS,Location.AWAY,Team.MILWAUKEE_BUCKS,2011-04-11,Outcome.LOSS,2317,4,14,0,1,9,10,17,4,2,1,0,4,0,0,25.0
teaguje01,Jeff Teague,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1300,5,11,0,1,0,0,10,4,3,3,0,2,0,0,24.5
hendege02,Gerald Henderson,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.NEW_JERSEY_NETS,2011-04-11,Outcome.WIN,2544,6,14,0,1,2,3,14,4,2,1,0,0,0,0,24.0
maxieja01,Jason Maxiell,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,2011-04-11,Outcome.LOSS,1951,1,7,0,0,2,4,4,14,1,0,1,2,0,0,24.0
dalemsa01,Samuel Dalembert,Team.SACRAMENTO_KINGS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,2011-04-11,Outcome.LOSS,1777,1,6,0,0,5,6,7,9,1,1,1,0,0,0,23.75
thompja02,Jason Thompson,Team.SACRAMENTO_KINGS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,2011-04-11,Outcome.LOSS,1740,6,11,0,0,4,4,16,3,3,0,0,1,0,0,23.75
arroyca01,Carlos Arroyo,Team.BOSTON_CELTICS,Location.AWAY,Team.WASHINGTON_WIZARDS,2011-04-11,Outcome.LOSS,1772,1,5,1,1,4,4,7,4,3,4,0,3,0,0,23.5
jianlyi01,Yi Jianlian,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,2011-04-11,Outcome.WIN,1639,3,8,0,0,0,0,6,10,2,1,0,0,0,0,23.5
nocioan01,Andrés Nocioni,Team.PHILADELPHIA_76ERS,Location.HOME,Team.ORLANDO_MAGIC,2011-04-11,Outcome.LOSS,2033,5,11,3,7,0,0,13,6,1,0,0,1,0,0,23.0
dayeau01,Austin Daye,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,2011-04-11,Outcome.LOSS,1853,2,7,0,1,2,4,6,8,1,1,2,1,0,0,23.0
leeda02,David Lee,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.DENVER_NUGGETS,2011-04-11,Outcome.LOSS,1620,5,10,0,1,0,0,10,5,5,0,0,2,0,0,22.75
wilcoch01,Chris Wilcox,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,2011-04-11,Outcome.LOSS,1267,6,7,0,0,4,7,16,7,0,0,0,4,0,0,22.75
hamilri01,Richard Hamilton,Team.DETROIT_PISTONS,Location.HOME,Team.CLEVELAND_CAVALIERS,2011-04-11,Outcome.LOSS,1319,6,10,1,2,0,0,13,2,2,1,1,1,0,0,22.5
brownkw01,Kwame Brown,Team.CHARLOTTE_BOBCATS,Location.AWAY,Team.NEW_JERSEY_NETS,2011-04-11,Outcome.WIN,2325,4,8,0,0,3,4,11,7,2,0,0,1,0,0,22.25
smithja02,Jason Smith,Team.NEW_ORLEANS_HORNETS,Location.HOME,Team.UTAH_JAZZ,2011-04-11,Outcome.LOSS,1122,6,10,0,0,0,0,12,6,1,1,0,2,0,0,22.0
hilarne01,Nenê Hilário,Team.DENVER_NUGGETS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2011-04-11,Outcome.WIN,948,4,7,0,0,4,6,12,2,0,2,2,1,0,0,22.0
kiddja01,Jason Kidd,Team.DALLAS_MAVERICKS,Location.AWAY,Team.HOUSTON_ROCKETS,2011-04-11,Outcome.WIN,2349,1,7,0,5,2,2,4,5,4,2,1,1,0,0,21.75
greenwi01,Willie Green,Team.NEW_ORLEANS_HORNETS,Location.HOME,Team.UTAH_JAZZ,2011-04-11,Outcome.LOSS,1429,4,10,2,4,2,2,12,2,0,2,1,1,0,0,21.0
johnsjo02,Joe Johnson,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1580,3,10,0,0,4,4,10,3,5,0,0,1,0,0,20.75
youngth01,Thaddeus Young,Team.PHILADELPHIA_76ERS,Location.HOME,Team.ORLANDO_MAGIC,2011-04-11,Outcome.LOSS,1685,4,12,0,1,1,2,9,4,2,2,0,1,0,0,20.5
webstma02,Martell Webster,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.PHOENIX_SUNS,2011-04-11,Outcome.LOSS,2176,3,8,1,2,0,0,7,4,2,3,0,2,0,0,20.5
eyengch01,Christian Eyenga,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.DETROIT_PISTONS,2011-04-11,Outcome.WIN,1311,6,11,1,5,0,0,13,3,1,1,0,1,0,0,20.25
horfoal01,Al Horford,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1385,3,6,0,0,1,2,7,6,1,1,1,0,0,0,20.0
haywago01,Gordon Hayward,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_HORNETS,2011-04-11,Outcome.WIN,2201,6,8,1,1,1,2,14,2,2,1,0,4,0,0,20.0
wilkida02,Damien Wilkins,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1381,3,7,0,0,2,4,8,5,1,2,0,0,0,0,19.75
pachuza01,Zaza Pachulia,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1930,3,4,0,0,3,6,9,5,2,1,0,1,0,0,19.75
duhonch01,Chris Duhon,Team.ORLANDO_MAGIC,Location.AWAY,Team.PHILADELPHIA_76ERS,2011-04-11,Outcome.WIN,1631,2,7,0,2,1,2,5,7,4,0,0,0,0,0,19.75
crawfja01,Jamal Crawford,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1864,5,12,2,6,1,1,13,1,4,0,0,3,0,0,19.75
ajincal01,Alexis Ajinça,Team.TORONTO_RAPTORS,Location.AWAY,Team.MILWAUKEE_BUCKS,2011-04-11,Outcome.LOSS,995,3,9,1,2,0,0,7,6,1,2,0,2,0,0,19.5
ilyaser01,Ersan İlyasova,Team.MILWAUKEE_BUCKS,Location.HOME,Team.TORONTO_RAPTORS,2011-04-11,Outcome.WIN,1321,1,5,0,3,4,4,6,8,1,1,0,1,0,0,19.0
dowdeza01,Zabian Dowdell,Team.PHOENIX_SUNS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2011-04-11,Outcome.WIN,888,2,9,1,2,3,3,8,0,3,3,0,0,0,0,19.0
willima02,Marvin Williams,Team.ATLANTA_HAWKS,Location.HOME,Team.MIAMI_HEAT,2011-04-11,Outcome.LOSS,1128,5,8,1,2,0,0,11,2,2,1,0,0,0,0,19.0
watsoea01,Earl Watson,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_HORNETS,2011-04-11,Outcome.WIN,1823,2,8,0,4,0,0,4,5,4,1,1,3,0,0,18.75
jeffeot01,Othyus Jeffers,Team.WASHINGTON_WIZARDS,Location.HOME,Team.BOSTON_CELTICS,2011-04-11,Outcome.WIN,1402,3,6,0,0,2,2,8,5,1,2,0,2,0,0,18.75
johnswe01,Wesley Johnson,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.PHOENIX_SUNS,2011-04-11,Outcome.LOSS,1816,5,11,2,4,2,2,14,1,0,0,1,0,0,0,18.25
