slug,name,team,location,opponent,date_played,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,total_points_scored,total_rebounds,assists,steals,blocks,turnovers,double_double_flag,triple_double_flag,draftkings_points
boshch01,Chris Bosh,Team.MIAMI_HEAT,Location.AWAY,Team.CHICAGO_BULLS,2013-05-10,Outcome.WIN,2528,8,16,1,2,3,4,20,19,4,1,2,2,1,0,56.75
jamesle01,LeBron James,Team.MIAMI_HEAT,Location.AWAY,Team.CHICAGO_BULLS,2013-05-10,Outcome.WIN,2665,6,17,2,4,11,11,25,8,7,2,0,1,0,0,50.0
duncati01,Tim Duncan,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2013-05-10,Outcome.WIN,2291,10,21,0,0,3,3,23,10,3,1,2,2,1,0,46.5
parketo01,Tony Parker,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2013-05-10,Outcome.WIN,2100,13,23,2,4,4,7,32,5,5,0,0,3,0,0,45.25
noahjo01,Joakim Noah,Team.CHICAGO_BULLS,Location.HOME,Team.MIAMI_HEAT,2013-05-10,Outcome.LOSS,2542,6,12,0,0,3,5,15,11,4,2,2,0,1,0,44.25
robinna01,Nate Robinson,Team.CHICAGO_BULLS,Location.HOME,Team.MIAMI_HEAT,2013-05-10,Outcome.LOSS,2526,5,13,1,7,6,8,17,6,7,2,1,3,0,0,40.0
curryst01,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.SAN_ANTONIO_SPURS,2013-05-10,Outcome.LOSS,2548,5,17,3,9,3,3,16,2,8,2,0,3,0,0,34.5
butleji01,Jimmy Butler,Team.CHICAGO_BULLS,Location.HOME,Team.MIAMI_HEAT,2013-05-10,Outcome.LOSS,2880,6,12,2,3,3,3,17,5,3,3,0,2,0,0,33.75
thompkl01,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.SAN_ANTONIO_SPURS,2013-05-10,Outcome.LOSS,2510,7,20,3,5,0,0,17,8,2,0,0,2,0,0,30.5
bogutan01,Andrew Bogut,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.SAN_ANTONIO_SPURS,2013-05-10,Outcome.LOSS,1600,5,9,0,0,1,4,11,12,1,0,1,1,1,0,30.5
