slug,name,team,location,opponent,date_played,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,total_points_scored,total_rebounds,assists,steals,blocks,turnovers,double_double_flag,triple_double_flag,draftkings_points
davisan02,Anthony Davis,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.HOUSTON_ROCKETS,2018-10-17,Outcome.WIN,2347,13,21,0,0,6,7,32,16,8,3,3,1,1,0,77.0
antetgi01,Giannis Antetokounmpo,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.CHARLOTTE_HORNETS,2018-10-17,Outcome.WIN,2086,9,21,0,3,7,12,25,18,8,0,1,8,1,0,59.0
aldrila01,LaMarcus Aldridge,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2018-10-17,Outcome.WIN,2499,7,23,0,1,7,10,21,19,2,1,3,2,1,0,56.25
walkeke02,Kemba Walker,Team.CHARLOTTE_HORNETS,Location.HOME,Team.MILWAUKEE_BUCKS,2018-10-17,Outcome.LOSS,2319,15,29,7,13,4,5,41,2,4,2,0,3,0,0,55.5
drumman01,Andre Drummond,Team.DETROIT_PISTONS,Location.HOME,Team.BROOKLYN_NETS,2018-10-17,Outcome.WIN,1932,10,21,1,3,3,4,24,20,2,0,1,4,1,0,54.0
hardeja01,James Harden,Team.HOUSTON_ROCKETS,Location.HOME,Team.NEW_ORLEANS_PELICANS,2018-10-17,Outcome.LOSS,2083,6,15,3,8,3,4,18,9,10,3,1,4,1,0,53.25
bookede01,Devin Booker,Team.PHOENIX_SUNS,Location.HOME,Team.DALLAS_MAVERICKS,2018-10-17,Outcome.WIN,2007,12,19,6,10,5,6,35,4,7,0,0,3,0,0,52.0
hardati02,Tim Hardaway,Team.NEW_YORK_KNICKS,Location.HOME,Team.ATLANTA_HAWKS,2018-10-17,Outcome.WIN,1731,10,22,3,9,8,8,31,6,5,2,0,0,0,0,51.5
mirotni01,Nikola Mirotić,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.HOUSTON_ROCKETS,2018-10-17,Outcome.WIN,1794,11,20,6,8,2,3,30,10,3,0,0,1,1,0,51.0
gordoaa01,Aaron Gordon,Team.ORLANDO_MAGIC,Location.HOME,Team.MIAMI_HEAT,2018-10-17,Outcome.WIN,2298,9,18,4,5,4,6,26,16,2,0,0,4,1,0,50.5
butleji01,Jimmy Butler,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.SAN_ANTONIO_SPURS,2018-10-17,Outcome.LOSS,1896,9,23,1,4,4,5,23,7,3,4,1,1,0,0,46.25
arizatr01,Trevor Ariza,Team.PHOENIX_SUNS,Location.HOME,Team.DALLAS_MAVERICKS,2018-10-17,Outcome.WIN,2221,7,12,5,9,2,2,21,8,7,1,0,0,0,0,46.0
lowryky01,Kyle Lowry,Team.TORONTO_RAPTORS,Location.HOME,Team.CLEVELAND_CAVALIERS,2018-10-17,Outcome.WIN,2135,10,12,5,6,2,3,27,1,8,1,1,3,0,0,45.25
aytonde01,Deandre Ayton,Team.PHOENIX_SUNS,Location.HOME,Team.DALLAS_MAVERICKS,2018-10-17,Outcome.WIN,2189,8,11,0,0,2,2,18,10,6,1,1,0,1,0,45.0
griffbl01,Blake Griffin,Team.DETROIT_PISTONS,Location.HOME,Team.BROOKLYN_NETS,2018-10-17,Outcome.WIN,2057,8,17,1,1,9,11,26,8,6,0,0,1,0,0,45.0
goberru01,Rudy Gobert,Team.UTAH_JAZZ,Location.AWAY,Team.SACRAMENTO_KINGS,2018-10-17,Outcome.WIN,2236,7,9,0,0,5,5,19,15,0,0,3,2,1,0,44.25
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,2018-10-17,Outcome.WIN,2012,6,13,1,4,8,10,21,8,5,1,2,2,0,0,44.0
caulewi01,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,Location.HOME,Team.UTAH_JAZZ,2018-10-17,Outcome.LOSS,2305,10,15,0,0,3,6,23,7,4,1,2,0,0,0,43.75
leonaka01,Kawhi Leonard,Team.TORONTO_RAPTORS,Location.HOME,Team.CLEVELAND_CAVALIERS,2018-10-17,Outcome.WIN,2235,9,22,1,3,5,6,24,12,2,0,0,2,1,0,43.0
middlkh01,Khris Middleton,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.CHARLOTTE_HORNETS,2018-10-17,Outcome.WIN,1966,7,14,3,6,2,2,19,9,4,2,1,2,0,0,42.75
paytoel01,Elfrid Payton,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.HOUSTON_ROCKETS,2018-10-17,Outcome.WIN,2212,5,13,0,2,0,2,10,10,10,1,0,1,0,1,42.0
whiteha01,Hassan Whiteside,Team.MIAMI_HEAT,Location.AWAY,Team.ORLANDO_MAGIC,2018-10-17,Outcome.LOSS,2015,6,15,0,1,0,1,12,18,0,1,2,1,1,0,41.5
foxde01,De'Aaron Fox,Team.SACRAMENTO_KINGS,Location.HOME,Team.UTAH_JAZZ,2018-10-17,Outcome.LOSS,2250,8,16,0,2,5,7,21,4,7,3,0,3,0,0,41.0
randlju01,Julius Randle,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.HOUSTON_ROCKETS,2018-10-17,Outcome.WIN,1429,9,15,2,4,5,6,25,8,3,0,0,0,0,0,40.5
osmande01,Cedi Osman,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.TORONTO_RAPTORS,2018-10-17,Outcome.LOSS,1985,5,10,2,2,5,6,17,10,4,2,0,3,1,0,40.5
harrito02,Tobias Harris,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.DENVER_NUGGETS,2018-10-17,Outcome.LOSS,2431,6,13,2,6,5,6,19,10,1,0,3,2,1,0,40.5
leverca01,Caris LeVert,Team.BROOKLYN_NETS,Location.AWAY,Team.DETROIT_PISTONS,2018-10-17,Outcome.LOSS,2039,10,18,0,2,7,8,27,4,4,1,1,3,0,0,40.5
inglejo01,Joe Ingles,Team.UTAH_JAZZ,Location.AWAY,Team.SACRAMENTO_KINGS,2018-10-17,Outcome.WIN,2113,9,12,4,6,0,0,22,1,6,4,0,5,0,0,39.75
kanteen01,Enes Kanter,Team.NEW_YORK_KNICKS,Location.HOME,Team.ATLANTA_HAWKS,2018-10-17,Outcome.WIN,1632,5,9,0,0,6,7,16,11,3,1,1,1,1,0,39.25
paulch01,Chris Paul,Team.HOUSTON_ROCKETS,Location.HOME,Team.NEW_ORLEANS_PELICANS,2018-10-17,Outcome.LOSS,1941,6,12,3,7,4,5,19,5,6,2,0,1,0,0,39.25
dragigo01,Goran Dragić,Team.MIAMI_HEAT,Location.AWAY,Team.ORLANDO_MAGIC,2018-10-17,Outcome.LOSS,1974,9,14,3,7,5,7,26,4,4,0,1,3,0,0,39.0
allenja01,Jarrett Allen,Team.BROOKLYN_NETS,Location.AWAY,Team.DETROIT_PISTONS,2018-10-17,Outcome.LOSS,1809,6,10,2,3,3,4,17,10,0,0,4,2,1,0,39.0
teaguje01,Jeff Teague,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.SAN_ANTONIO_SPURS,2018-10-17,Outcome.LOSS,1892,8,12,2,3,9,9,27,1,4,2,0,2,0,0,38.25
derozde01,DeMar DeRozan,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,2018-10-17,Outcome.WIN,2291,10,21,1,3,7,11,28,4,4,0,0,3,0,0,38.0
dinwisp01,Spencer Dinwiddie,Team.BROOKLYN_NETS,Location.AWAY,Team.DETROIT_PISTONS,2018-10-17,Outcome.LOSS,1937,10,18,0,3,3,5,23,4,6,1,0,4,0,0,37.0
princta02,Taurean Waller-Prince,Team.ATLANTA_HAWKS,Location.AWAY,Team.NEW_YORK_KNICKS,2018-10-17,Outcome.LOSS,1939,7,15,3,7,4,4,21,6,6,0,0,6,0,0,36.0
