slug,name,team,location,opponent,date_played,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,total_points_scored,total_rebounds,assists,steals,blocks,turnovers,double_double_flag,triple_double_flag,draftkings_points
davisan02,Anthony Davis,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,2018-04-19,Outcome.WIN,2133,11,18,0,2,6,7,28,11,2,3,2,0,1,0,56.25
mirotni01,Nikola Mirotić,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,2018-04-19,Outcome.WIN,1811,12,15,4,6,2,2,30,8,2,3,1,0,0,0,53.0
simmobe01,Ben Simmons,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.MIAMI_HEAT,2018-04-19,Outcome.WIN,2415,6,13,0,1,7,8,19,12,7,4,0,3,1,0,52.5
embiijo01,Joel Embiid,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.MIAMI_HEAT,2018-04-19,Outcome.WIN,1821,5,11,3,4,10,15,23,7,4,1,3,3,0,0,45.75
rondora01,Rajon Rondo,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,2018-04-19,Outcome.WIN,1709,7,12,1,2,1,2,16,5,11,2,1,4,1,0,44.75
duranke01,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.SAN_ANTONIO_SPURS,2018-04-19,Outcome.WIN,2040,9,17,1,6,7,7,26,9,6,0,0,4,0,0,44.75
winslju01,Justise Winslow,Team.MIAMI_HEAT,Location.HOME,Team.PHILADELPHIA_76ERS,2018-04-19,Outcome.LOSS,1644,4,11,4,6,7,8,19,10,3,1,2,2,1,0,44.5
greendr01,Draymond Green,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.SAN_ANTONIO_SPURS,2018-04-19,Outcome.WIN,2264,4,9,2,5,0,0,10,6,7,2,4,2,0,0,40.0
dragigo01,Goran Dragić,Team.MIAMI_HEAT,Location.HOME,Team.PHILADELPHIA_76ERS,2018-04-19,Outcome.LOSS,1634,8,13,1,5,6,7,23,2,8,1,0,0,0,0,40.0
aminual01,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,2018-04-19,Outcome.LOSS,1844,8,15,3,8,2,2,21,8,1,2,1,2,0,0,39.0
saricda01,Dario Šarić,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.MIAMI_HEAT,2018-04-19,Outcome.WIN,1799,7,17,4,7,3,4,21,7,4,0,0,0,0,0,37.75
belinma01,Marco Belinelli,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.MIAMI_HEAT,2018-04-19,Outcome.WIN,1975,7,13,4,8,3,3,21,4,5,1,0,0,0,0,37.5
aldrila01,LaMarcus Aldridge,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2018-04-19,Outcome.LOSS,2193,6,10,0,0,6,7,18,10,4,0,0,2,1,0,37.0
holidjr01,Jrue Holiday,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,2018-04-19,Outcome.WIN,1905,7,14,2,3,0,0,16,3,7,3,0,2,0,0,36.25
johnsja01,James Johnson,Team.MIAMI_HEAT,Location.HOME,Team.PHILADELPHIA_76ERS,2018-04-19,Outcome.LOSS,1900,4,9,2,3,2,4,12,7,5,1,2,1,0,0,34.75
olynyke01,Kelly Olynyk,Team.MIAMI_HEAT,Location.HOME,Team.PHILADELPHIA_76ERS,2018-04-19,Outcome.LOSS,2135,2,6,2,5,3,4,9,3,5,1,3,1,0,0,28.75
mccolcj01,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,2018-04-19,Outcome.LOSS,1997,9,16,2,5,2,3,22,1,3,1,0,4,0,0,28.75
thompkl01,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.SAN_ANTONIO_SPURS,2018-04-19,Outcome.WIN,2259,8,16,3,6,0,0,19,3,2,0,0,1,0,0,26.75
covinro01,Robert Covington,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.MIAMI_HEAT,2018-04-19,Outcome.WIN,1530,3,5,2,2,3,5,11,1,4,3,1,2,0,0,26.25
millspa02,Patty Mills,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2018-04-19,Outcome.LOSS,1995,6,13,2,7,0,0,14,2,2,2,1,3,0,0,25.0
lillada01,Damian Lillard,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,2018-04-19,Outcome.LOSS,2100,5,14,3,9,7,8,20,3,2,0,0,8,0,0,24.25
gayru01,Rudy Gay,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2018-04-19,Outcome.LOSS,1863,4,11,1,5,2,4,11,6,2,1,0,0,0,0,24.0
livinsh01,Shaun Livingston,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.SAN_ANTONIO_SPURS,2018-04-19,Outcome.WIN,1182,4,9,0,1,8,8,16,3,1,1,0,1,0,0,22.75
parketo01,Tony Parker,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2018-04-19,Outcome.LOSS,993,6,12,0,2,4,5,16,1,2,1,0,1,0,0,21.75
iguodan01,Andre Iguodala,Team.GOLDEN_STATE_WARRIORS,Location.AWAY,Team.SAN_ANTONIO_SPURS,2018-04-19,Outcome.WIN,1606,4,9,1,5,1,2,10,4,4,0,0,0,0,0,21.5
wadedw01,Dwyane Wade,Team.MIAMI_HEAT,Location.HOME,Team.PHILADELPHIA_76ERS,2018-04-19,Outcome.LOSS,1504,2,10,0,1,4,4,8,2,5,1,1,4,0,0,20.0
nurkiju01,Jusuf Nurkić,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,2018-04-19,Outcome.LOSS,1219,2,7,0,0,1,2,5,7,2,2,0,2,0,0,19.75
murrade01,Dejounte Murray,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,2018-04-19,Outcome.LOSS,950,3,7,1,1,2,2,9,2,4,1,0,1,0,0,19.5
richajo01,Josh Richardson,Team.MIAMI_HEAT,Location.HOME,Team.PHILADELPHIA_76ERS,2018-04-19,Outcome.LOSS,1611,5,9,4,7,0,0,14,1,0,2,0,4,0,0,19.25
