slug,name,team,location,opponent,date_played,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,total_points_scored,total_rebounds,assists,steals,blocks,turnovers,double_double_flag,triple_double_flag,draftkings_points
smithjo03,Josh Smith,Team.ATLANTA_HAWKS,Location.AWAY,Team.ORLANDO_MAGIC,2012-02-10,Outcome.WIN,2827,9,22,1,2,4,6,23,19,5,0,3,4,1,0,60.25
jamisan01,Antawn Jamison,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.MILWAUKEE_BUCKS,2012-02-10,Outcome.LOSS,2615,14,21,2,3,4,8,34,11,3,0,1,0,1,0,56.75
linje01,Jeremy Lin,Team.NEW_YORK_KNICKS,Location.HOME,Team.LOS_ANGELES_LAKERS,2012-02-10,Outcome.WIN,2314,13,23,2,4,10,13,38,4,7,2,0,6,0,0,55.5
nowitdi01,Dirk Nowitzki,Team.DALLAS_MAVERICKS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,2012-02-10,Outcome.WIN,2104,11,19,4,7,7,10,33,4,3,1,3,1,0,0,52.0
loveke01,Kevin Love,Team.MINNESOTA_TIMBERWOLVES,Location.HOME,Team.DALLAS_MAVERICKS,2012-02-10,Outcome.LOSS,2434,9,18,0,3,14,14,32,12,3,0,0,5,1,0,50.5
bryanko01,Kobe Bryant,Team.LOS_ANGELES_LAKERS,Location.AWAY,Team.NEW_YORK_KNICKS,2012-02-10,Outcome.LOSS,2493,11,29,1,5,11,13,34,10,1,1,0,3,1,0,50.5
westbru01,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,2012-02-10,Outcome.WIN,2024,10,20,1,4,7,8,28,6,3,5,0,4,0,0,48.5
boshch01,Chris Bosh,Team.MIAMI_HEAT,Location.AWAY,Team.WASHINGTON_WIZARDS,2012-02-10,Outcome.WIN,2038,10,18,0,0,4,5,24,11,3,1,1,1,1,0,47.25
crawfja01,Jamal Crawford,Team.PORTLAND_TRAIL_BLAZERS,Location.AWAY,Team.NEW_ORLEANS_HORNETS,2012-02-10,Outcome.WIN,1791,10,16,2,7,9,10,31,2,8,1,0,3,0,0,47.0
caldejo01,José Calderón,Team.TORONTO_RAPTORS,Location.HOME,Team.BOSTON_CELTICS,2012-02-10,Outcome.WIN,2257,7,12,1,3,2,3,17,4,14,1,0,0,1,0,47.0
jennibr01,Brandon Jennings,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.CLEVELAND_CAVALIERS,2012-02-10,Outcome.WIN,2552,8,23,2,8,6,7,24,5,8,2,0,1,0,0,46.75
westda01,David West,Team.INDIANA_PACERS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,2012-02-10,Outcome.LOSS,1942,8,13,0,0,6,10,22,13,1,2,1,2,1,0,46.25
mcgeeja01,JaVale McGee,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MIAMI_HEAT,2012-02-10,Outcome.LOSS,2119,10,18,0,0,4,7,24,13,1,0,1,1,1,0,44.75
arizatr01,Trevor Ariza,Team.NEW_ORLEANS_HORNETS,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,2012-02-10,Outcome.LOSS,2783,9,18,0,3,5,6,23,9,5,2,0,3,0,0,44.25
booketr01,Trevor Booker,Team.WASHINGTON_WIZARDS,Location.HOME,Team.MIAMI_HEAT,2012-02-10,Outcome.LOSS,2358,6,13,0,1,1,2,13,15,1,4,0,2,1,0,41.75
howardw01,Dwight Howard,Team.ORLANDO_MAGIC,Location.HOME,Team.ATLANTA_HAWKS,2012-02-10,Outcome.LOSS,2685,8,15,0,1,2,4,18,18,0,0,1,5,1,0,41.5
sessira01,Ramon Sessions,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.MILWAUKEE_BUCKS,2012-02-10,Outcome.LOSS,2719,4,16,0,1,4,4,12,5,16,0,0,5,1,0,41.25
monrogr01,Greg Monroe,Team.DETROIT_PISTONS,Location.HOME,Team.NEW_JERSEY_NETS,2012-02-10,Outcome.WIN,1779,8,9,0,0,2,2,18,11,2,2,1,3,1,0,40.75
noahjo01,Joakim Noah,Team.CHICAGO_BULLS,Location.AWAY,Team.CHARLOTTE_BOBCATS,2012-02-10,Outcome.WIN,1836,7,9,0,0,3,3,17,14,3,0,0,1,1,0,40.0
gasolma01,Marc Gasol,Team.MEMPHIS_GRIZZLIES,Location.HOME,Team.INDIANA_PACERS,2012-02-10,Outcome.WIN,2112,4,8,0,0,7,8,15,7,4,2,3,0,0,0,39.75
