slug,name,team,location,opponent,date_played,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,total_points_scored,total_rebounds,assists,steals,blocks,turnovers,double_double_flag,triple_double_flag,draftkings_points
aldrila01,LaMarcus Aldridge,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,2013-12-04,Outcome.WIN,2223,17,28,0,0,4,4,38,13,5,2,0,0,1,0,67.25
drumman01,Andre Drummond,Team.DETROIT_PISTONS,Location.AWAY,Team.MILWAUKEE_BUCKS,2013-12-04,Outcome.WIN,2257,8,13,0,0,8,14,24,19,0,2,3,2,1,0,58.25
millspa01,Paul Millsap,Team.ATLANTA_HAWKS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,2013-12-04,Outcome.WIN,2238,12,20,1,3,0,2,25,9,6,1,3,1,0,0,53.25
thomptr01,Tristan Thompson,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.DENVER_NUGGETS,2013-12-04,Outcome.WIN,2069,6,13,0,0,5,6,17,21,1,0,3,2,1,0,51.25
varejan01,Anderson Varejão,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.DENVER_NUGGETS,2013-12-04,Outcome.WIN,1670,7,9,0,0,4,6,18,13,3,2,3,1,1,0,49.75
monrogr01,Greg Monroe,Team.DETROIT_PISTONS,Location.AWAY,Team.MILWAUKEE_BUCKS,2013-12-04,Outcome.WIN,1880,6,15,0,0,6,6,18,17,3,0,2,1,1,0,48.75
aminual01,Al-Farouq Aminu,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.DALLAS_MAVERICKS,2013-12-04,Outcome.LOSS,2014,8,17,0,1,0,0,16,20,1,3,0,3,1,0,48.5
duranke01,Kevin Durant,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,2013-12-04,Outcome.LOSS,2311,11,23,1,3,10,12,33,7,0,1,2,4,0,0,46.25
paulch01,Chris Paul,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.ATLANTA_HAWKS,2013-12-04,Outcome.LOSS,2212,7,17,0,3,5,6,19,3,11,3,0,1,1,0,46.25
nowitdi01,Dirk Nowitzki,Team.DALLAS_MAVERICKS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,2013-12-04,Outcome.WIN,1926,7,17,1,3,6,8,21,7,3,2,4,1,0,0,46.25
holidjr01,Jrue Holiday,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.DALLAS_MAVERICKS,2013-12-04,Outcome.LOSS,2177,10,17,4,5,2,2,26,4,9,0,0,3,0,0,45.0
ellismo01,Monta Ellis,Team.DALLAS_MAVERICKS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,2013-12-04,Outcome.WIN,2358,5,13,0,0,4,6,14,6,10,3,0,1,1,0,43.5
jennibr01,Brandon Jennings,Team.DETROIT_PISTONS,Location.AWAY,Team.MILWAUKEE_BUCKS,2013-12-04,Outcome.WIN,2498,4,16,2,5,7,8,17,2,11,3,1,6,1,0,43.5
favorde01,Derrick Favors,Team.UTAH_JAZZ,Location.HOME,Team.INDIANA_PACERS,2013-12-04,Outcome.LOSS,2248,9,18,0,0,4,4,22,13,0,1,0,0,1,0,41.75
griffbl01,Blake Griffin,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.ATLANTA_HAWKS,2013-12-04,Outcome.LOSS,2194,10,17,0,0,4,4,24,7,4,0,1,0,0,0,40.75
tuckepj01,P.J. Tucker,Team.PHOENIX_SUNS,Location.AWAY,Team.HOUSTON_ROCKETS,2013-12-04,Outcome.WIN,2425,8,13,2,2,0,2,18,6,4,4,0,1,0,0,40.0
bledser01,Eric Bledsoe,Team.PHOENIX_SUNS,Location.AWAY,Team.HOUSTON_ROCKETS,2013-12-04,Outcome.WIN,2419,7,14,3,4,3,4,20,3,7,2,1,4,0,0,39.75
ilyaser01,Ersan İlyasova,Team.MILWAUKEE_BUCKS,Location.HOME,Team.DETROIT_PISTONS,2013-12-04,Outcome.LOSS,2193,8,19,2,6,4,5,22,10,1,1,0,4,1,0,38.5
anderry01,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.DALLAS_MAVERICKS,2013-12-04,Outcome.LOSS,2511,6,19,1,5,5,5,18,14,1,0,0,1,1,0,38.5
howardw01,Dwight Howard,Team.HOUSTON_ROCKETS,Location.HOME,Team.PHOENIX_SUNS,2013-12-04,Outcome.LOSS,2155,4,11,0,0,7,9,15,18,0,1,0,5,1,0,38.5
brookaa01,Aaron Brooks,Team.HOUSTON_ROCKETS,Location.HOME,Team.PHOENIX_SUNS,2013-12-04,Outcome.LOSS,2007,7,18,3,5,0,0,17,4,6,3,0,2,0,0,37.5
korveky01,Kyle Korver,Team.ATLANTA_HAWKS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,2013-12-04,Outcome.WIN,1964,8,12,6,9,1,1,23,3,5,0,0,0,0,0,37.25
smithjo03,Josh Smith,Team.DETROIT_PISTONS,Location.AWAY,Team.MILWAUKEE_BUCKS,2013-12-04,Outcome.WIN,2493,6,19,1,6,4,5,17,6,3,1,3,2,0,0,36.5
georgpa01,Paul George,Team.INDIANA_PACERS,Location.AWAY,Team.UTAH_JAZZ,2013-12-04,Outcome.WIN,2449,7,20,1,8,4,4,19,6,4,2,0,2,0,0,36.0
kanteen01,Enes Kanter,Team.UTAH_JAZZ,Location.HOME,Team.INDIANA_PACERS,2013-12-04,Outcome.LOSS,2394,8,18,0,0,4,4,20,10,0,0,1,2,1,0,35.0
horfoal01,Al Horford,Team.ATLANTA_HAWKS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,2013-12-04,Outcome.WIN,2025,8,17,0,1,5,8,21,9,2,0,0,1,0,0,34.75
hensojo01,John Henson,Team.MILWAUKEE_BUCKS,Location.HOME,Team.DETROIT_PISTONS,2013-12-04,Outcome.LOSS,1773,5,14,0,0,2,2,12,9,2,2,3,3,0,0,34.75
lopezro01,Robin Lopez,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,2013-12-04,Outcome.WIN,1987,6,11,0,0,0,0,12,10,0,0,4,0,1,0,34.0
