slug,name,team,location,opponent,date_played,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,total_points_scored,total_rebounds,assists,steals,blocks,turnovers,double_double_flag,triple_double_flag,draftkings_points
wadedw01,Dwyane Wade,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2016-01-11,Outcome.LOSS,1959,6,20,0,0,8,8,20,7,11,0,1,0,1,0,48.75
greendr01,Draymond Green,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.MIAMI_HEAT,2016-01-11,Outcome.WIN,2137,8,14,0,2,6,11,22,12,6,1,0,2,1,0,48.5
walljo01,John Wall,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,2084,7,19,2,4,1,1,17,5,10,3,1,2,1,0,47.75
curryst01,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.MIAMI_HEAT,2016-01-11,Outcome.WIN,2254,11,27,4,11,5,6,31,2,6,1,0,1,0,0,46.0
aldrila01,LaMarcus Aldridge,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,1679,12,17,0,0,1,1,25,11,2,0,0,0,1,0,43.25
butleji01,Jimmy Butler,Team.CHICAGO_BULLS,Location.HOME,Team.WASHINGTON_WIZARDS,2016-01-11,Outcome.LOSS,2287,6,15,1,3,6,7,19,4,7,3,0,2,0,0,40.0
boshch01,Chris Bosh,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2016-01-11,Outcome.LOSS,2178,6,15,0,5,3,4,15,12,4,0,2,4,1,0,39.5
goodedr01,Drew Gooden,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,1607,4,10,0,4,2,2,10,12,3,0,1,0,1,0,33.0
thompkl01,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.MIAMI_HEAT,2016-01-11,Outcome.WIN,2073,6,15,2,4,3,3,17,7,2,2,0,3,0,0,32.25
porteot01,Otto Porter,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,1900,6,13,2,5,0,0,14,8,2,2,0,0,0,0,32.0
gasolpa01,Pau Gasol,Team.CHICAGO_BULLS,Location.HOME,Team.WASHINGTON_WIZARDS,2016-01-11,Outcome.LOSS,1710,6,11,0,0,3,4,15,10,1,0,1,2,1,0,31.5
denglu01,Luol Deng,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2016-01-11,Outcome.LOSS,1964,6,12,2,3,0,0,14,10,2,0,0,2,1,0,31.0
lopezbr01,Brook Lopez,Team.BROOKLYN_NETS,Location.HOME,Team.SAN_ANTONIO_SPURS,2016-01-11,Outcome.LOSS,1913,8,17,0,0,2,2,18,5,2,0,2,1,0,0,30.75
sessira01,Ramon Sessions,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,1466,6,10,0,2,4,5,16,5,4,1,0,1,0,0,29.75
leonaka01,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,1773,6,14,2,5,3,3,17,8,0,1,0,1,0,0,29.5
mirotni01,Nikola Mirotić,Team.CHICAGO_BULLS,Location.HOME,Team.WASHINGTON_WIZARDS,2016-01-11,Outcome.LOSS,1726,3,8,1,3,0,2,7,9,2,1,2,0,0,0,27.75
dragigo01,Goran Dragić,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2016-01-11,Outcome.LOSS,2149,5,10,2,4,1,2,13,5,5,0,0,3,0,0,26.25
rosede01,Derrick Rose,Team.CHICAGO_BULLS,Location.HOME,Team.WASHINGTON_WIZARDS,2016-01-11,Outcome.LOSS,1863,8,13,2,3,5,5,23,0,1,0,1,4,0,0,25.5
templga01,Garrett Temple,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,1810,6,10,2,4,0,0,14,1,2,1,2,1,0,0,24.75
johnsty01,Tyler Johnson,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2016-01-11,Outcome.LOSS,1671,6,7,0,0,1,1,13,3,5,0,0,1,0,0,23.75
greenge01,Gerald Green,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2016-01-11,Outcome.LOSS,2014,6,13,2,3,1,1,15,2,2,1,0,0,0,0,23.5
diawbo01,Boris Diaw,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,1105,4,7,1,1,2,4,11,3,4,1,0,0,0,0,23.25
hilarne01,Nenê Hilário,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,1175,7,11,0,0,0,0,14,2,2,1,1,1,0,0,23.0
barneha02,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.MIAMI_HEAT,2016-01-11,Outcome.WIN,1614,4,10,0,2,4,4,12,6,1,1,0,1,0,0,22.5
bogutan01,Andrew Bogut,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.MIAMI_HEAT,2016-01-11,Outcome.WIN,1262,4,5,0,0,0,0,8,9,1,0,1,1,0,0,22.25
marjabo01,Boban Marjanović,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,804,5,7,0,0,3,5,13,3,1,0,2,1,0,0,21.75
duncati01,Tim Duncan,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,1299,4,7,0,0,0,0,8,4,2,1,2,1,0,0,21.5
nealga01,Gary Neal,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,899,4,9,1,1,2,2,11,2,3,2,0,2,0,0,21.5
ginobma01,Manu Ginóbili,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,1091,4,5,1,1,0,0,9,1,5,2,0,2,0,0,21.25
johnsjo02,Joe Johnson,Team.BROOKLYN_NETS,Location.HOME,Team.SAN_ANTONIO_SPURS,2016-01-11,Outcome.LOSS,1681,6,7,2,2,2,2,16,3,0,0,0,0,0,0,20.75
youngth01,Thaddeus Young,Team.BROOKLYN_NETS,Location.HOME,Team.SAN_ANTONIO_SPURS,2016-01-11,Outcome.LOSS,1683,4,10,0,1,1,2,9,9,1,0,0,4,0,0,19.75
noahjo01,Joakim Noah,Team.CHICAGO_BULLS,Location.HOME,Team.WASHINGTON_WIZARDS,2016-01-11,Outcome.LOSS,1129,0,7,0,0,0,0,0,9,4,1,0,2,0,0,18.25
larkish01,Shane Larkin,Team.BROOKLYN_NETS,Location.HOME,Team.SAN_ANTONIO_SPURS,2016-01-11,Outcome.LOSS,1435,2,3,0,0,1,2,5,2,6,1,0,2,0,0,17.5
iguodan01,Andre Iguodala,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.MIAMI_HEAT,2016-01-11,Outcome.WIN,1811,3,4,1,2,2,2,9,5,1,0,0,0,0,0,17.25
winslju01,Justise Winslow,Team.MIAMI_HEAT,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,2016-01-11,Outcome.LOSS,1533,3,8,1,3,0,0,7,3,1,1,1,0,0,0,16.75
dudleja01,Jared Dudley,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHICAGO_BULLS,2016-01-11,Outcome.WIN,1790,3,5,2,3,0,0,8,2,4,0,0,2,0,0,16.5
brookaa01,Aaron Brooks,Team.CHICAGO_BULLS,Location.HOME,Team.WASHINGTON_WIZARDS,2016-01-11,Outcome.LOSS,942,4,7,2,4,0,0,10,0,3,0,0,0,0,0,15.5
livinsh01,Shaun Livingston,Team.GOLDEN_STATE_WARRIORS,Location.HOME,Team.MIAMI_HEAT,2016-01-11,Outcome.WIN,1025,1,3,0,0,0,0,2,4,6,0,0,1,0,0,15.5
robinth01,Thomas Robinson,Team.BROOKLYN_NETS,Location.HOME,Team.SAN_ANTONIO_SPURS,2016-01-11,Outcome.LOSS,785,4,7,0,0,2,2,10,2,0,1,0,0,0,0,14.5
ellinwa01,Wayne Ellington,Team.BROOKLYN_NETS,Location.HOME,Team.SAN_ANTONIO_SPURS,2016-01-11,Outcome.LOSS,1765,3,8,0,3,2,2,8,3,0,2,0,3,0,0,14.25
parketo01,Tony Parker,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,1480,2,7,0,0,2,2,6,1,4,1,0,2,0,0,14.25
anderky01,Kyle Anderson,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.BROOKLYN_NETS,2016-01-11,Outcome.WIN,1034,1,2,0,1,3,4,5,4,3,0,0,1,0,0,14.0
